Dataset,Prev_Real,Prev_Alvo,Regressor,DySsyn,Erro_Regressor,Erro_DySsyn
breast-cancer,0.495,0.49999999999999994,0.3954000000000001,0.47276123509476675,0.09959999999999991,0.022238764905233244
breast-cancer,0.545,0.5499999999999999,0.3054999999999999,0.522307505032937,0.23950000000000016,0.022692494967063048
breast-cancer,0.6,0.6,0.32239999999999985,0.5658458308794875,0.2776000000000001,0.0341541691205125
breast-cancer,0.65,0.65,0.26776666666666665,0.6060868220931123,0.38223333333333337,0.04391317790688776
breast-cancer,0.7,0.7,0.20673333333333338,0.6661709339584504,0.4932666666666666,0.03382906604154956
breast-cancer,0.75,0.75,0.14476666666666674,0.7033389695144844,0.6052333333333333,0.04666103048551562
breast-cancer,0.8,0.7999999999999999,0.11836666666666666,0.7529652026012738,0.6816333333333334,0.04703479739872629
breast-cancer,0.85,0.85,0.07520000000000004,0.8101913519529981,0.7747999999999999,0.039808648047001904
breast-cancer,0.9,0.9,0.026499999999999902,0.8401922142479727,0.8735000000000002,0.059807785752027276
breast-cancer,0.95,0.95,0.015299999999999911,0.9334094711681644,0.9347000000000001,0.016590528831835538
breast-cancer,0.05,0.05,0.9833000000000023,0.04518460690409591,0.9333000000000022,0.004815393095904091
breast-cancer,0.1,0.1,0.9833000000000023,0.07077689301573725,0.8833000000000023,0.029223106984262753
breast-cancer,0.15,0.15,0.8616666666666672,0.132225006326533,0.7116666666666672,0.017774993673466993
breast-cancer,0.2,0.2,0.8201333333333338,0.17288809053186582,0.6201333333333339,0.027111909468134188
breast-cancer,0.25,0.25,0.8331666666666663,0.22635094550141244,0.5831666666666663,0.023649054498587563
breast-cancer,0.3,0.3,0.6940000000000001,0.2371199061912042,0.3940000000000001,0.06288009380879578
breast-cancer,0.35,0.35,0.644133333333333,0.3266700553261955,0.294133333333333,0.023329944673804504
breast-cancer,0.4,0.39999999999999997,0.6002000000000001,0.35696998610760544,0.20020000000000004,0.04303001389239458
breast-cancer,0.445,0.44999999999999996,0.5784333333333336,0.38882025516969115,0.13343333333333357,0.05617974483030885
breast-cancer,0.495,0.49999999999999994,0.5165000000000004,0.4262019481595469,0.021500000000000408,0.06879805184045312
breast-cancer,0.545,0.5499999999999999,0.3349333333333333,0.5196296740616325,0.21006666666666673,0.02537032593836752
breast-cancer,0.6,0.6,0.32256666666666656,0.5579127773188848,0.2774333333333334,0.0420872226811152
breast-cancer,0.65,0.65,0.27516666666666656,0.6028239832998262,0.37483333333333346,0.047176016700173795
breast-cancer,0.7,0.7,0.20260000000000006,0.669981065764804,0.4973999999999999,0.03001893423519597
breast-cancer,0.75,0.75,0.19106666666666675,0.7192262655526659,0.5589333333333333,0.03077373444733411
breast-cancer,0.8,0.7999999999999999,0.11170000000000002,0.7600217031388304,0.6883,0.039978296861169604
breast-cancer,0.85,0.85,0.06506666666666668,0.8269434457281415,0.7849333333333333,0.023056554271858487
breast-cancer,0.9,0.9,0.032533333333333234,0.8502451000310113,0.8674666666666668,0.04975489996898874
breast-cancer,0.95,0.95,0.015299999999999911,0.9233689145205394,0.9347000000000001,0.02663108547946058
cmc.1,0.05,0.05,0.7129666666666669,0.15635786171029886,0.6629666666666668,0.10635786171029886
cmc.1,0.1,0.1,0.7193666666666673,0.1795829307088499,0.6193666666666673,0.07958293070884989
cmc.1,0.15,0.15,0.7316333333333338,0.13572729112409537,0.5816333333333338,0.014272708875904622
cmc.1,0.2,0.2,0.7306000000000004,0.12550282770578625,0.5306000000000004,0.07449717229421376
cmc.1,0.25,0.25,0.7243666666666672,0.12959410472446214,0.47436666666666716,0.12040589527553786
cmc.1,0.3,0.3,0.7218333333333338,0.16719957728350698,0.4218333333333338,0.132800422716493
cmc.1,0.35,0.35,0.6830000000000006,0.2841531956038844,0.33300000000000063,0.06584680439611557
cmc.1,0.4,0.39999999999999997,0.6565666666666671,0.316797249971832,0.25656666666666705,0.08320275002816802
cmc.1,0.445,0.44999999999999996,0.6501000000000003,0.3078239300295303,0.20510000000000034,0.13717606997046972
cmc.1,0.495,0.49999999999999994,0.662733333333334,0.29882207176896186,0.16773333333333396,0.19617792823103813
cmc.1,0.545,0.5499999999999999,0.677866666666667,0.26586932674108443,0.1328666666666669,0.2791306732589156
cmc.1,0.6,0.6,0.6308333333333332,0.3951952407552413,0.030833333333333268,0.20480475924475866
cmc.1,0.65,0.65,0.5396,0.4938972664970686,0.11040000000000005,0.1561027335029314
cmc.1,0.7,0.7,0.6518333333333337,0.30937950580065554,0.04816666666666625,0.3906204941993444
cmc.1,0.75,0.75,0.6007333333333331,0.46640015598673623,0.14926666666666688,0.28359984401326377
cmc.1,0.8,0.7999999999999999,0.5692999999999999,0.4891738153714469,0.23070000000000013,0.31082618462855316
cmc.1,0.85,0.85,0.6140666666666666,0.4269995404326736,0.23593333333333333,0.4230004595673264
cmc.1,0.9,0.9,0.6217666666666665,0.40817911199509194,0.27823333333333355,0.4918208880049081
cmc.1,0.95,0.95,0.4448999999999998,0.5879468535337521,0.5051000000000001,0.36205314646624787
cmc.1,0.05,0.05,0.7704666666666673,0.12006572657559583,0.7204666666666673,0.07006572657559583
cmc.1,0.1,0.1,0.7406000000000006,0.09347403796690368,0.6406000000000006,0.0065259620330963275
cmc.1,0.15,0.15,0.7261333333333336,0.13346320611384005,0.5761333333333336,0.016536793886159945
cmc.1,0.2,0.2,0.7122666666666668,0.11483211464386558,0.5122666666666669,0.08516788535613443
cmc.1,0.25,0.25,0.7093333333333336,0.222610257536678,0.4593333333333336,0.027389742463321987
cmc.1,0.3,0.3,0.6726000000000005,0.2527206335333192,0.37260000000000054,0.047279366466680794
cmc.1,0.35,0.35,0.6993333333333338,0.23628515791757293,0.34933333333333383,0.11371484208242705
cmc.1,0.4,0.39999999999999997,0.6578333333333334,0.31024186002548143,0.25783333333333336,0.08975813997451859
cmc.1,0.445,0.44999999999999996,0.6846000000000003,0.2725091467236738,0.2396000000000003,0.17249085327632618
cmc.1,0.495,0.49999999999999994,0.6434333333333332,0.35134957100591935,0.1484333333333332,0.14365042899408065
cmc.1,0.545,0.5499999999999999,0.6911000000000004,0.2762780932625624,0.14610000000000034,0.2687219067374376
cmc.1,0.6,0.6,0.6189,0.4258138795128833,0.018900000000000028,0.17418612048711668
cmc.1,0.65,0.65,0.6094,0.39359661226324444,0.04059999999999997,0.2564033877367556
cmc.1,0.7,0.7,0.5884999999999998,0.4634136771838836,0.11150000000000015,0.23658632281611636
cmc.1,0.75,0.75,0.6051,0.418655001467789,0.14490000000000003,0.331344998532211
cmc.1,0.8,0.7999999999999999,0.6127333333333334,0.42379340233790347,0.1872666666666667,0.3762065976620966
cmc.1,0.85,0.85,0.5377,0.5238871462757007,0.3123,0.3261128537242993
cmc.1,0.9,0.9,0.5495333333333334,0.49091616639510877,0.3504666666666666,0.40908383360489126
cmc.1,0.95,0.95,0.5432666666666667,0.5138854091373117,0.4067333333333333,0.4361145908626882
cmc.2,0.05,0.05,0.8492666666666662,4.4552394047661854e-05,0.7992666666666661,0.049955447605952344
cmc.2,0.1,0.1,0.8360333333333332,0.05307259684933266,0.7360333333333332,0.046927403150667346
cmc.2,0.15,0.15,0.8334333333333331,0.008782140504510799,0.6834333333333331,0.1412178594954892
cmc.2,0.2,0.2,0.8283333333333334,0.05201430345791144,0.6283333333333334,0.14798569654208857
cmc.2,0.25,0.25,0.8182666666666669,0.04336855299418729,0.5682666666666669,0.2066314470058127
cmc.2,0.3,0.3,0.8026666666666671,0.012635813819140272,0.502666666666667,0.28736418618085974
cmc.2,0.35,0.35,0.7982000000000004,0.03132038060259709,0.4482000000000004,0.31867961939740286
cmc.2,0.4,0.39999999999999997,0.8424666666666665,0.06564365993373089,0.44246666666666645,0.33435634006626913
cmc.2,0.445,0.44999999999999996,0.7700666666666668,0.12250547593249905,0.3250666666666668,0.32249452406750095
cmc.2,0.495,0.49999999999999994,0.7843333333333337,0.08233641328644958,0.28933333333333366,0.4126635867135504
cmc.2,0.545,0.5499999999999999,0.7853666666666672,0.0334343405780268,0.24036666666666717,0.5115656594219733
cmc.2,0.6,0.6,0.7896666666666671,0.06860028123617803,0.1896666666666671,0.531399718763822
cmc.2,0.65,0.65,0.7745666666666673,0.10476357338776612,0.12456666666666727,0.5452364266122339
cmc.2,0.7,0.7,0.7531666666666673,0.09461930424475193,0.05316666666666736,0.605380695755248
cmc.2,0.75,0.75,0.6906666666666669,0.19903305328613052,0.05933333333333313,0.5509669467138695
cmc.2,0.8,0.7999999999999999,0.7141333333333337,0.18752347787662416,0.08586666666666631,0.6124765221233759
cmc.2,0.85,0.85,0.711766666666667,0.18391831318780805,0.13823333333333299,0.6660816868121919
cmc.2,0.9,0.9,0.7059333333333335,0.16212712617286906,0.1940666666666665,0.737872873827131
cmc.2,0.95,0.95,0.7106666666666668,0.14589915185719998,0.23933333333333318,0.8041008481428
cmc.2,0.05,0.05,0.8235666666666662,4.4552394047661854e-05,0.7735666666666662,0.049955447605952344
cmc.2,0.1,0.1,0.8446999999999996,0.0419036653016501,0.7446999999999996,0.058096334698349905
cmc.2,0.15,0.15,0.8366666666666667,4.4552394047661854e-05,0.6866666666666666,0.14995544760595234
cmc.2,0.2,0.2,0.8272666666666669,0.04626843960733938,0.6272666666666669,0.15373156039266062
cmc.2,0.25,0.25,0.7765666666666672,0.045396056743033056,0.5265666666666672,0.20460394325696696
cmc.2,0.3,0.3,0.7881333333333339,0.09453298398128457,0.4881333333333339,0.20546701601871542
cmc.2,0.35,0.35,0.8047333333333336,0.02835087407558971,0.45473333333333366,0.32164912592441025
cmc.2,0.4,0.39999999999999997,0.7791333333333338,0.04671673719539464,0.37913333333333377,0.35328326280460537
cmc.2,0.445,0.44999999999999996,0.7783666666666673,0.12623987832235306,0.3333666666666673,0.31876012167764695
cmc.2,0.495,0.49999999999999994,0.7764333333333339,0.05330484360658501,0.28143333333333387,0.441695156393415
cmc.2,0.545,0.5499999999999999,0.795166666666667,0.09865692596876988,0.250166666666667,0.4463430740312302
cmc.2,0.6,0.6,0.7295333333333336,0.16511618725521376,0.1295333333333336,0.4348838127447862
cmc.2,0.65,0.65,0.7267000000000002,0.10409285101800173,0.07670000000000021,0.5459071489819983
cmc.2,0.7,0.7,0.6875333333333334,0.10026762118736507,0.012466666666666515,0.5997323788126349
cmc.2,0.75,0.75,0.7272000000000002,0.1235268961266982,0.02279999999999982,0.6264731038733018
cmc.2,0.8,0.7999999999999999,0.7255000000000003,0.10303129451178208,0.07449999999999979,0.696968705488218
cmc.2,0.85,0.85,0.7231333333333337,0.12006572657559583,0.12686666666666624,0.7299342734244041
cmc.2,0.9,0.9,0.6914666666666669,0.1848651820859128,0.20853333333333313,0.7151348179140873
cmc.2,0.95,0.95,0.6870666666666673,0.21068605703710824,0.2629333333333327,0.7393139429628917
cmc.3,0.05,0.05,0.7555333333333341,0.030199065587369196,0.705533333333334,0.019800934412630807
cmc.3,0.1,0.1,0.6739333333333335,0.12440555096957331,0.5739333333333335,0.02440555096957331
cmc.3,0.15,0.15,0.7016000000000004,0.133272118111245,0.5516000000000004,0.016727881888754986
cmc.3,0.2,0.2,0.7000000000000002,0.09827476627915377,0.5000000000000002,0.10172523372084624
cmc.3,0.25,0.25,0.6972333333333334,0.026699020102337215,0.44723333333333337,0.2233009798976628
cmc.3,0.3,0.3,0.6484000000000004,0.18499605474342778,0.34840000000000043,0.1150039452565722
cmc.3,0.35,0.35,0.665633333333334,0.12870085967954464,0.315633333333334,0.22129914032045533
cmc.3,0.4,0.39999999999999997,0.6852333333333337,0.15806508666278696,0.28523333333333367,0.24193491333721306
cmc.3,0.445,0.44999999999999996,0.670366666666667,0.118999753987349,0.225366666666667,0.326000246012651
cmc.3,0.495,0.49999999999999994,0.6518666666666669,0.10992581759977713,0.15686666666666693,0.38507418240022284
cmc.3,0.545,0.5499999999999999,0.653066666666667,0.20724935608828493,0.10806666666666698,0.3377506439117151
cmc.3,0.6,0.6,0.6674000000000007,0.1892651436461783,0.06740000000000068,0.4107348563538217
cmc.3,0.65,0.65,0.6451000000000003,0.16950891081896696,0.004899999999999682,0.48049108918103306
cmc.3,0.7,0.7,0.6397333333333335,0.2168342846964233,0.06026666666666647,0.48316571530357666
cmc.3,0.75,0.75,0.6629333333333339,0.15939976587763377,0.08706666666666607,0.5906002341223662
cmc.3,0.8,0.7999999999999999,0.6024333333333334,0.2628006609535091,0.19756666666666667,0.5371993390464909
cmc.3,0.85,0.85,0.6045333333333331,0.22962818958690234,0.24546666666666683,0.6203718104130976
cmc.3,0.9,0.9,0.6439333333333334,0.21765937415025127,0.25606666666666666,0.6823406258497487
cmc.3,0.95,0.95,0.6376333333333334,0.2736175615583986,0.31236666666666657,0.6763824384416013
cmc.3,0.05,0.05,0.6887333333333335,0.12082181202848671,0.6387333333333335,0.07082181202848671
cmc.3,0.1,0.1,0.7385000000000003,0.048104083083087806,0.6385000000000003,0.0518959169169122
cmc.3,0.15,0.15,0.7180666666666665,0.033547113825459954,0.5680666666666665,0.11645288617454004
cmc.3,0.2,0.2,0.6706333333333337,0.0006752472222848751,0.47063333333333374,0.19932475277771514
cmc.3,0.25,0.25,0.6630666666666672,0.11316651479952478,0.41306666666666725,0.13683348520047522
cmc.3,0.3,0.3,0.662633333333334,0.15055945355368539,0.362633333333334,0.1494405464463146
cmc.3,0.35,0.35,0.6435333333333337,0.08807435796529525,0.29353333333333376,0.2619256420347047
cmc.3,0.4,0.39999999999999997,0.6552666666666671,0.2297479241459054,0.2552666666666671,0.17025207585409463
cmc.3,0.445,0.44999999999999996,0.6815333333333339,0.009512904186566005,0.23653333333333387,0.435487095813434
cmc.3,0.495,0.49999999999999994,0.6646666666666671,0.06707138142852972,0.16966666666666708,0.42792861857147024
cmc.3,0.545,0.5499999999999999,0.6515333333333336,0.12323974202443788,0.10653333333333359,0.42176025797556216
cmc.3,0.6,0.6,0.6730666666666671,0.12964422616776577,0.07306666666666717,0.4703557738322342
cmc.3,0.65,0.65,0.6401000000000003,0.2133900996578466,0.009899999999999687,0.4366099003421534
cmc.3,0.7,0.7,0.6498333333333336,0.22330162454606706,0.05016666666666636,0.4766983754539329
cmc.3,0.75,0.75,0.6531333333333335,0.2500755635547751,0.09686666666666655,0.4999244364452249
cmc.3,0.8,0.7999999999999999,0.6536000000000002,0.1876926377477739,0.14639999999999986,0.6123073622522262
cmc.3,0.85,0.85,0.6420666666666667,0.25212979221382,0.2079333333333333,0.5978702077861799
cmc.3,0.9,0.9,0.6269333333333335,0.2373619858010491,0.27306666666666657,0.662638014198951
cmc.3,0.95,0.95,0.5922666666666666,0.1797291182518188,0.35773333333333335,0.7702708817481811
ctg.1,0.05,0.05,0.8297999999999995,0.19080703065072424,0.7797999999999995,0.14080703065072425
ctg.1,0.1,0.1,0.8419666666666662,0.23705934278054563,0.7419666666666662,0.13705934278054563
ctg.1,0.15,0.15,0.7166333333333332,0.30407606185260816,0.5666333333333332,0.15407606185260816
ctg.1,0.2,0.2,0.6753666666666663,0.28502240236978693,0.4753666666666663,0.08502240236978692
ctg.1,0.25,0.25,0.6052000000000001,0.33502413832827105,0.35520000000000007,0.08502413832827105
ctg.1,0.3,0.3,0.5293333333333333,0.4080423222227425,0.22933333333333333,0.10804232222274252
ctg.1,0.35,0.35,0.4693666666666665,0.45365906660622773,0.11936666666666651,0.10365906660622776
ctg.1,0.4,0.39999999999999997,0.36103333333333326,0.5241897892962041,0.03896666666666676,0.12418978929620406
ctg.1,0.445,0.44999999999999996,0.32319999999999993,0.5205306737629054,0.12180000000000007,0.0755306737629054
ctg.1,0.495,0.49999999999999994,0.2541000000000001,0.5727606858919391,0.2408999999999999,0.07776068589193907
ctg.1,0.545,0.5499999999999999,0.20633333333333348,0.6426279111328356,0.33866666666666656,0.09762791113283553
ctg.1,0.6,0.6,0.19799999999999998,0.6548458127411262,0.402,0.05484581274112621
ctg.1,0.65,0.65,0.12249999999999997,0.7352958119058862,0.5275000000000001,0.0852958119058862
ctg.1,0.7,0.7,0.09133333333333332,0.7437373994739074,0.6086666666666667,0.04373739947390742
ctg.1,0.75,0.75,0.09276666666666673,0.7478395780152723,0.6572333333333332,0.0021604219847276562
ctg.1,0.8,0.7999999999999999,0.0551333333333333,0.8064189546702102,0.7448666666666668,0.006418954670210142
ctg.1,0.85,0.85,0.015566666666666578,0.8628319784301095,0.8344333333333334,0.012831978430109525
ctg.1,0.9,0.9,0.015299999999999911,0.9097912603991618,0.8847000000000002,0.009791260399161783
ctg.1,0.95,0.95,0.015299999999999911,0.9538561678697627,0.9347000000000001,0.0038561678697627277
ctg.1,0.05,0.05,0.8035333333333332,0.18475628106804043,0.7535333333333332,0.13475628106804044
ctg.1,0.1,0.1,0.8267999999999992,0.19100960481740975,0.7267999999999992,0.09100960481740974
ctg.1,0.15,0.15,0.7564333333333335,0.2762780932625624,0.6064333333333335,0.12627809326256242
ctg.1,0.2,0.2,0.6946666666666663,0.31136028174558805,0.4946666666666663,0.11136028174558804
ctg.1,0.25,0.25,0.5915999999999998,0.3204880353938806,0.3415999999999998,0.0704880353938806
ctg.1,0.3,0.3,0.5121999999999999,0.46098285516521637,0.2121999999999999,0.16098285516521638
ctg.1,0.35,0.35,0.45036666666666664,0.43427877659761455,0.10036666666666666,0.08427877659761457
ctg.1,0.4,0.39999999999999997,0.31966666666666654,0.4782422645482996,0.08033333333333348,0.07824226454829958
ctg.1,0.445,0.44999999999999996,0.3150333333333332,0.5134430612952391,0.12996666666666679,0.06844306129523908
ctg.1,0.495,0.49999999999999994,0.2600000000000001,0.5930883253008089,0.23499999999999988,0.09808832530080891
ctg.1,0.545,0.5499999999999999,0.19216666666666665,0.6389000363322095,0.3528333333333334,0.09390003633220945
ctg.1,0.6,0.6,0.1993333333333333,0.6645172852720587,0.40066666666666667,0.06451728527205869
ctg.1,0.65,0.65,0.16086666666666677,0.6821744772928924,0.48913333333333325,0.032174477292892356
ctg.1,0.7,0.7,0.10620000000000004,0.7605086033749507,0.5937999999999999,0.06050860337495079
ctg.1,0.75,0.75,0.03916666666666655,0.8175734414963851,0.7108333333333334,0.06757344149638511
ctg.1,0.8,0.7999999999999999,0.03329999999999989,0.8221977184054959,0.7667000000000002,0.022197718405495892
ctg.1,0.85,0.85,0.015299999999999911,0.8797491025366435,0.8347000000000001,0.029749102536643535
ctg.1,0.9,0.9,0.015299999999999911,0.9351003193632581,0.8847000000000002,0.03510031936325808
ctg.1,0.95,0.95,0.015299999999999911,0.964433735999578,0.9347000000000001,0.01443373599957809
ctg.2,0.05,0.05,0.9833000000000023,0.04490685057245501,0.9333000000000022,0.005093149427544991
ctg.2,0.1,0.1,0.9833000000000023,0.08665578474879684,0.8833000000000023,0.013344215251203162
ctg.2,0.15,0.15,0.9833000000000023,0.060656609975892076,0.8333000000000023,0.08934339002410792
ctg.2,0.2,0.2,0.979700000000002,0.18658605025733616,0.7797000000000021,0.013413949742663855
ctg.2,0.25,0.25,0.9823333333333354,0.1362124945405207,0.7323333333333354,0.1137875054594793
