Dataset,Prev_Real,Prev_Alvo,Regressor,DySsyn,Erro_Regressor,Erro_DySsyn,Tempo_Regressor,Tempo_DySsyn,Tempo_Médio_Regressor,Tempo_Médio_DySsyn
balance.1,0.04285714285714286,0.05,0.11721333333333331,0.1610722916831342,0.07435619047619045,0.11821514882599134,0.014838800008874387,0.19063099997583777,0.01624476842239107,0.20751675262918548
balance.1,0.1,0.1,0.11641666666666663,0.13749705231206388,0.01641666666666662,0.03749705231206388,0.013506600051186979,0.23223230004077777,0.01624476842239107,0.20751675262918548
balance.1,0.14285714285714285,0.15,0.17446000000000036,0.18524579179599965,0.031602857142857516,0.0423886489388568,0.013422299991361797,0.17964479996589944,0.01624476842239107,0.20751675262918548
balance.1,0.2,0.2,0.19462666666666714,0.24064606067351701,0.005373333333332869,0.040646060673517004,0.020821999991312623,0.2722568999743089,0.01624476842239107,0.20751675262918548
balance.1,0.24285714285714285,0.25,0.328636666666666,0.33370345787590944,0.08577952380952317,0.09084631501876658,0.013506099989172071,0.18167950003407896,0.01624476842239107,0.20751675262918548
balance.1,0.3,0.3,0.36365999999999926,0.3410535124695785,0.06365999999999927,0.0410535124695785,0.026947899954393506,0.25265169999329373,0.01624476842239107,0.20751675262918548
balance.1,0.34285714285714286,0.35,0.3841499999999989,0.3679033744722736,0.04129285714285602,0.025046231615130754,0.015026300039608032,0.2282898000557907,0.01624476842239107,0.20751675262918548
balance.1,0.38571428571428573,0.39999999999999997,0.36389999999999945,0.34913047347168485,0.021814285714286286,0.03658381224260088,0.014294300053734332,0.2500512000406161,0.01624476842239107,0.20751675262918548
balance.1,0.44285714285714284,0.44999999999999996,0.4178299999999994,0.47181088554087697,0.025027142857143414,0.02895374268373413,0.013800900022033602,0.21029969997471198,0.01624476842239107,0.20751675262918548
balance.1,0.4857142857142857,0.49999999999999994,0.4059899999999993,0.4547187087517656,0.07972428571428641,0.03099557696252009,0.013606499996967614,0.15436620003310964,0.01624476842239107,0.20751675262918548
balance.1,0.5428571428571428,0.5499999999999999,0.5925499999999991,0.4863460109641918,0.04969285714285632,0.05651113189295104,0.022867299965582788,0.21846320002805442,0.01624476842239107,0.20751675262918548
balance.1,0.6,0.6,0.612666666666666,0.6316603253250799,0.012666666666666049,0.0316603253250799,0.015327700006309897,0.2209010999649763,0.01624476842239107,0.20751675262918548
balance.1,0.6428571428571429,0.65,0.6213766666666657,0.6420769233220742,0.021480476190477216,0.0007802195350686825,0.014370000048074871,0.2525646999711171,0.01624476842239107,0.20751675262918548
balance.1,0.7,0.7,0.816603333333332,0.7504001985828334,0.11660333333333206,0.0504001985828334,0.015069800021592528,0.20612099999561906,0.01624476842239107,0.20751675262918548
balance.1,0.7428571428571429,0.75,0.7992766666666656,0.7609978095455289,0.056419523809522754,0.018140666688385987,0.015112699999008328,0.20643129997188225,0.01624476842239107,0.20751675262918548
balance.1,0.7857142857142857,0.7999999999999999,0.8054799999999993,0.7658331576362971,0.01976571428571361,0.019881128077988586,0.01196839998010546,0.2215239999932237,0.01624476842239107,0.20751675262918548
balance.1,0.8428571428571429,0.85,0.8212266666666654,0.7914034241388087,0.02163047619047742,0.05145371871833415,0.013347600004635751,0.15678620000835508,0.01624476842239107,0.20751675262918548
balance.1,0.9,0.9,0.8477766666666653,0.8198485041686747,0.05222333333333473,0.0801514958313253,0.01840609998907894,0.21631230000639334,0.01624476842239107,0.20751675262918548
balance.1,0.9428571428571428,0.95,0.8938466666666662,0.9447148318460296,0.049010476190476604,0.0018576889888867187,0.014385899994522333,0.20275149994995445,0.01624476842239107,0.20751675262918548
balance.1,0.04285714285714286,0.05,0.03171999999999989,0.030966289138772,0.01113714285714297,0.01189085371837086,0.014038000022992492,0.23555370001122355,0.01624476842239107,0.20751675262918548
balance.1,0.1,0.1,0.1201266666666667,0.14356249882783662,0.020126666666666695,0.04356249882783661,0.015462399984244257,0.2175273000029847,0.01624476842239107,0.20751675262918548
balance.1,0.14285714285714285,0.15,0.17503000000000046,0.09802700765988234,0.032172857142857614,0.04483013519726051,0.02190719998907298,0.23508640000363812,0.01624476842239107,0.20751675262918548
balance.1,0.2,0.2,0.17525333333333382,0.24014797883068728,0.024746666666666195,0.04014797883068727,0.01348260004306212,0.18953749997308478,0.01624476842239107,0.20751675262918548
balance.1,0.24285714285714285,0.25,0.20714000000000046,0.22650827114289324,0.03571714285714239,0.01634887171424962,0.010855200001969934,0.22295540000777692,0.01624476842239107,0.20751675262918548
balance.1,0.3,0.3,0.36448333333333294,0.4080423222227425,0.06448333333333295,0.10804232222274252,0.01614630001131445,0.15215599996736273,0.01624476842239107,0.20751675262918548
balance.1,0.34285714285714286,0.35,0.25789666666666683,0.2834891027956855,0.08496047619047603,0.05936804006145735,0.01172690000385046,0.23113599995849654,0.01624476842239107,0.20751675262918548
balance.1,0.38571428571428573,0.39999999999999997,0.37735666666666573,0.40726282935969765,0.008357619047620002,0.02154854364541192,0.013628099986817688,0.24751570000080392,0.01624476842239107,0.20751675262918548
balance.1,0.44285714285714284,0.44999999999999996,0.41872333333333267,0.42898515666455705,0.024133809523810168,0.013871986192585783,0.01756459998432547,0.1753943000221625,0.01624476842239107,0.20751675262918548
balance.1,0.4857142857142857,0.49999999999999994,0.4068933333333325,0.4538623369040702,0.07882095238095321,0.031851948810215525,0.013205300027038902,0.22514789999695495,0.01624476842239107,0.20751675262918548
balance.1,0.5428571428571428,0.5499999999999999,0.43086333333333326,0.4896779013455057,0.11199380952380955,0.05317924151163711,0.0286752000101842,0.2424054000293836,0.01624476842239107,0.20751675262918548
balance.1,0.6,0.6,0.6210799999999994,0.6412018157569114,0.021079999999999433,0.0412018157569114,0.013470099947880954,0.18887630000244826,0.01624476842239107,0.20751675262918548
balance.1,0.6428571428571429,0.65,0.6231966666666658,0.6026548234286766,0.01966047619047706,0.040202319428466304,0.011868899979162961,0.15736429998651147,0.01624476842239107,0.20751675262918548
balance.1,0.7,0.7,0.6211233333333326,0.7037690045367179,0.07887666666666737,0.0037690045367179126,0.01596569997491315,0.20841439999639988,0.01624476842239107,0.20751675262918548
balance.1,0.7428571428571429,0.75,0.8181899999999988,0.730782913262632,0.07533285714285587,0.012074229594510877,0.0188324999762699,0.1544321000110358,0.01624476842239107,0.20751675262918548
balance.1,0.7857142857142857,0.7999999999999999,0.8169166666666653,0.7698960482754893,0.031202380952379594,0.0158182374387964,0.024245699984021485,0.210615299991332,0.01624476842239107,0.20751675262918548
balance.1,0.8428571428571429,0.85,0.8198833333333324,0.8057585111120608,0.02297380952381045,0.0370986317450821,0.01128229999449104,0.20367819996317849,0.01624476842239107,0.20751675262918548
balance.1,0.9,0.9,0.8654333333333326,0.8121542133976875,0.03456666666666741,0.08784578660231257,0.03093589999480173,0.17947700002696365,0.01624476842239107,0.20751675262918548
balance.1,0.9428571428571428,0.95,0.8850366666666664,0.8985594848294933,0.05782047619047648,0.04429765802764951,0.013381100026890635,0.154404999979306,0.01624476842239107,0.20751675262918548
balance.3,0.04285714285714286,0.05,0.03194666666666656,0.03480382635072332,0.010910476190476297,0.008053316506419536,0.018884200020693243,0.25414830003865063,0.018892831582649563,0.2351899789554361
balance.3,0.1,0.1,0.1505233333333336,0.14965745248405882,0.05052333333333359,0.04965745248405881,0.019611399970017374,0.34027260000584647,0.018892831582649563,0.2351899789554361
balance.3,0.14285714285714285,0.15,0.12335333333333343,0.06533648764190567,0.019503809523809423,0.07752065521523718,0.04074690002016723,0.2539591999957338,0.018892831582649563,0.2351899789554361
balance.3,0.2,0.2,0.18091666666666717,0.24789286606611688,0.01908333333333284,0.04789286606611687,0.02225799998268485,0.24694320000708103,0.018892831582649563,0.2351899789554361
balance.3,0.24285714285714285,0.25,0.1805766666666672,0.25889862011978015,0.062280476190475664,0.0160414772626373,0.017425699974410236,0.2633572000195272,0.018892831582649563,0.2351899789554361
balance.3,0.3,0.3,0.29777666666666636,0.2792530750242754,0.0022233333333336325,0.020746924975724612,0.015010400034952909,0.23951000004308298,0.018892831582649563,0.2351899789554361
balance.3,0.34285714285714286,0.35,0.28567333333333306,0.2700587800069952,0.0571838095238098,0.07279836285014768,0.029592500010039657,0.2368881000438705,0.018892831582649563,0.2351899789554361
balance.3,0.38571428571428573,0.39999999999999997,0.37080666666666623,0.3415057366724412,0.014907619047619503,0.044208549041844514,0.013173500017728657,0.22785050002858043,0.018892831582649563,0.2351899789554361
balance.3,0.44285714285714284,0.44999999999999996,0.42150666666666614,0.4664941336929306,0.021350476190476697,0.02363699083578774,0.015192800026852638,0.16584019997389987,0.018892831582649563,0.2351899789554361
balance.3,0.4857142857142857,0.49999999999999994,0.5854733333333322,0.4877943009592699,0.09975904761904647,0.00208001524498419,0.013263100001495332,0.26497160003054887,0.018892831582649563,0.2351899789554361
balance.3,0.5428571428571428,0.5499999999999999,0.5771266666666657,0.5319622824828283,0.03426952380952286,0.01089486037431453,0.013665499980561435,0.2378745999885723,0.018892831582649563,0.2351899789554361
balance.3,0.6,0.6,0.6007566666666655,0.5652009088707294,0.0007566666666655175,0.0347990911292706,0.019411400018725544,0.19820019998587668,0.018892831582649563,0.2351899789554361
balance.3,0.6428571428571429,0.65,0.6306399999999989,0.6480461001334146,0.012217142857144037,0.005188957276271666,0.016990599979180843,0.24464260000968352,0.018892831582649563,0.2351899789554361
balance.3,0.7,0.7,0.7285799999999989,0.7057900898917135,0.02857999999999894,0.00579008989171359,0.023986299987882376,0.1997492999653332,0.018892831582649563,0.2351899789554361
balance.3,0.7428571428571429,0.75,0.7795766666666657,0.7050779585951573,0.036719523809522814,0.037779184261985566,0.01715120003791526,0.28270489996066317,0.018892831582649563,0.2351899789554361
balance.3,0.7857142857142857,0.7999999999999999,0.7839666666666651,0.7332116496070906,0.0017476190476205522,0.05250263610719508,0.011096800037194043,0.2532292000250891,0.018892831582649563,0.2351899789554361
balance.3,0.8428571428571429,0.85,0.8270033333333325,0.8133512979385344,0.015853809523810325,0.029505844918608415,0.013281999970786273,0.17194750002818182,0.018892831582649563,0.2351899789554361
balance.3,0.9,0.9,0.8799799999999993,0.8336651046298752,0.020020000000000704,0.06633489537012482,0.015472899947781116,0.17473880003672093,0.018892831582649563,0.2351899789554361
balance.3,0.9428571428571428,0.95,0.883576666666666,0.8510719189356825,0.05928047619047683,0.09178522392146038,0.010934800026006997,0.2525542000075802,0.018892831582649563,0.2351899789554361
balance.3,0.04285714285714286,0.05,0.09837666666666656,0.08726385531443173,0.0555195238095237,0.044406712457288874,0.026708599994890392,0.32039910001913086,0.018892831582649563,0.2351899789554361
balance.3,0.1,0.1,0.1685866666666671,0.19079589255221235,0.0685866666666671,0.09079589255221235,0.015506700030528009,0.22407719999318942,0.018892831582649563,0.2351899789554361
balance.3,0.14285714285714285,0.15,0.15752000000000038,0.16956460131152656,0.014662857142857533,0.026707458454383715,0.018490999995265156,0.2450595999835059,0.018892831582649563,0.2351899789554361
balance.3,0.2,0.2,0.1755933333333338,0.18832972828101596,0.024406666666666216,0.011670271718984049,0.0294010000070557,0.22002920001978055,0.018892831582649563,0.2351899789554361
balance.3,0.24285714285714285,0.25,0.20803333333333385,0.2689699601766349,0.03482380952380901,0.026112817319492027,0.013932799978647381,0.21765639999648556,0.018892831582649563,0.2351899789554361
balance.3,0.3,0.3,0.35859666666666606,0.3354799302033133,0.058596666666666075,0.035479930203313303,0.013558800041209906,0.25875619996804744,0.018892831582649563,0.2351899789554361
balance.3,0.34285714285714286,0.35,0.22237333333333387,0.2555753885495469,0.120483809523809,0.08728175430759594,0.01835269998991862,0.22391489997971803,0.018892831582649563,0.2351899789554361
balance.3,0.38571428571428573,0.39999999999999997,0.37522333333333296,0.3514776591388064,0.010490952380952767,0.03423662657547932,0.02906770003028214,0.16500759997870773,0.018892831582649563,0.2351899789554361
balance.3,0.44285714285714284,0.44999999999999996,0.39394666666666567,0.4237530267307978,0.04891047619047717,0.01910411612634505,0.013395700021646917,0.24614619999192655,0.018892831582649563,0.2351899789554361
balance.3,0.4857142857142857,0.49999999999999994,0.5867133333333322,0.4746880717520815,0.10099904761904649,0.011026213962204212,0.03182630002265796,0.28123510000295937,0.018892831582649563,0.2351899789554361
balance.3,0.5428571428571428,0.5499999999999999,0.5780366666666655,0.5267180696768505,0.03517952380952272,0.016139073180292285,0.019322399981319904,0.26823400001740083,0.018892831582649563,0.2351899789554361
balance.3,0.6,0.6,0.6175533333333324,0.586335551919657,0.01755333333333242,0.01366444808034295,0.020747200003825128,0.23045020003337413,0.018892831582649563,0.2351899789554361
balance.3,0.6428571428571429,0.65,0.6039166666666654,0.5686729391555858,0.03894047619047747,0.0741842037015571,0.013514999998733401,0.14787410001736134,0.018892831582649563,0.2351899789554361
balance.3,0.7,0.7,0.6377733333333324,0.648459689057064,0.06222666666666754,0.051540310942935985,0.013306899985764176,0.19484800001373515,0.018892831582649563,0.2351899789554361
balance.3,0.7428571428571429,0.75,0.6834033333333324,0.673248888902212,0.05945380952381052,0.06960825395493087,0.013767199998255819,0.20222520001698285,0.018892831582649563,0.2351899789554361
balance.3,0.7857142857142857,0.7999999999999999,0.8183033333333322,0.7869297481354315,0.03258904761904646,0.0012154624211457854,0.02178830001503229,0.2812607000232674,0.018892831582649563,0.2351899789554361
balance.3,0.8428571428571429,0.85,0.8228066666666657,0.7204914448411077,0.020050476190477173,0.12236569801603514,0.013558999984525144,0.1970638000057079,0.018892831582649563,0.2351899789554361
balance.3,0.9,0.9,0.8813133333333324,0.7967247343201931,0.01868666666666763,0.10327526567980694,0.02842310001142323,0.26140250003663823,0.018892831582649563,0.2351899789554361
balance.3,0.9428571428571428,0.95,0.8840266666666664,0.9265395363299911,0.05883047619047643,0.01631760652715175,0.016107200004626065,0.24219700001413003,0.018892831582649563,0.2351899789554361
breast-cancer,0.04285714285714286,0.05,0.10007666666666655,0.05848396288081291,0.05721952380952369,0.01562682002367005,0.03109309996943921,0.2586846000049263,0.020404055262731976,0.2226769263200511
breast-cancer,0.1,0.1,0.11155999999999994,0.08758208446680668,0.011559999999999931,0.012417915533193324,0.026880100020207465,0.19388639996759593,0.020404055262731976,0.2226769263200511
breast-cancer,0.14285714285714285,0.15,0.16982000000000047,0.11571080619678217,0.02696285714285762,0.027146336660360676,0.030205200018826872,0.2813091999851167,0.020404055262731976,0.2226769263200511
breast-cancer,0.2,0.2,0.20109333333333373,0.19386087917785244,0.0010933333333337236,0.00613912082214757,0.022112499980721623,0.28693649999331683,0.020404055262731976,0.2226769263200511
breast-cancer,0.24285714285714285,0.25,0.20052333333333378,0.16993111436568425,0.04233380952380908,0.0729260284914586,0.017541800043545663,0.2711721999803558,0.020404055262731976,0.2226769263200511
breast-cancer,0.3,0.3,0.34626333333333226,0.25368196618776795,0.04626333333333227,0.04631803381223204,0.015289700007997453,0.24929080001311377,0.020404055262731976,0.2226769263200511
breast-cancer,0.34285714285714286,0.35,0.36651666666666644,0.27220480008531933,0.023659523809523575,0.07065234277182353,0.018138599989470094,0.23688029998447746,0.020404055262731976,0.2226769263200511
breast-cancer,0.38571428571428573,0.39999999999999997,0.38639999999999974,0.342422998242275,0.0006857142857140119,0.04329128747201072,0.024121299968101084,0.3645267999963835,0.020404055262731976,0.2226769263200511
