dataset,prevalencia_real,prev_dyssyn,erro_dyssyn,n_amostras
1489_phoneme.csv,0.3,0.46770601102086373,0.16770601102086374,100
1489_phoneme.csv,0.35,0.4174920273536347,0.06749202735363474,100
1489_phoneme.csv,0.4,0.4693311575891685,0.06933115758916847,100
1489_phoneme.csv,0.44,0.43830037795755733,0.0016996220424426722,100
1489_phoneme.csv,0.49,0.5384444029253662,0.048444402925366226,100
1489_phoneme.csv,0.54,0.6924799312204979,0.15247993122049786,100
1489_phoneme.csv,0.6,0.6626278792607441,0.06262787926074409,100
1489_phoneme.csv,0.65,0.6896746042356792,0.039674604235679145,100
1489_phoneme.csv,0.7,0.7586832414300797,0.05868324143007975,100
1489_phoneme.csv,0.75,0.730067654814394,0.01993234518560605,100
1489_phoneme.csv,0.8,0.8701109967141559,0.07011099671415588,100
1489_phoneme.csv,0.85,0.8333813441670054,0.0166186558329946,100
1489_phoneme.csv,0.9,0.905274883819385,0.005274883819385012,100
1489_phoneme.csv,0.95,0.898345772564296,0.051654227435703914,100
1494_qsar-biodeg.csv,0.05,0.34773618802652034,0.29773618802652035,100
1494_qsar-biodeg.csv,0.1,0.3276809574136944,0.2276809574136944,100
1494_qsar-biodeg.csv,0.15,0.3423603464381455,0.1923603464381455,100
1494_qsar-biodeg.csv,0.2,0.4075654723802011,0.20756547238020107,100
1494_qsar-biodeg.csv,0.25,0.41800612021307526,0.16800612021307526,100
1494_qsar-biodeg.csv,0.3,0.5079080843963012,0.2079080843963012,100
1494_qsar-biodeg.csv,0.35,0.5639264912284222,0.21392649122842222,100
1494_qsar-biodeg.csv,0.4,0.5547230404973585,0.15472304049735852,100
1494_qsar-biodeg.csv,0.44,0.5882940489483032,0.14829404894830317,100
1494_qsar-biodeg.csv,0.49,0.655513163225599,0.16551316322559906,100
1494_qsar-biodeg.csv,0.54,0.7041424789024455,0.1641424789024455,100
1494_qsar-biodeg.csv,0.6,0.6669187093456546,0.06691870934565458,100
1494_qsar-biodeg.csv,0.65,0.7091362835928939,0.05913628359289391,100
1494_qsar-biodeg.csv,0.7,0.8002080767363506,0.10020807673635068,100
1494_qsar-biodeg.csv,0.75,0.8022515044854127,0.052251504485412714,100
1494_qsar-biodeg.csv,0.8,0.8445727133679125,0.044572713367912464,100
1494_qsar-biodeg.csv,0.85,0.9304622911445339,0.08046229114453396,100
1494_qsar-biodeg.csv,0.9,0.942294449075455,0.04229444907545499,100
