arquivo_moss,dataset,prevalencia_real,prev_moss,erro_moss,erro_dys,n_amostras,var_scores,entropy,prev_dyssyn,erro_dyssyn
moss_15_85.pkl,1538_volcanoes-d1.csv,0.8,0.986820667,0.186820667,0.146,100,0.011254412,1.518442852,,
moss_15_85.pkl,1538_volcanoes-d1.csv,0.85,0.986401667,0.136401667,0.006,100,0.026233,1.617745635,,
moss_15_85.pkl,1538_volcanoes-d1.csv,0.9,0.986653333,0.086653333,0.072,100,0.013078338,1.501624657,,
moss_15_85.pkl,1538_volcanoes-d1.csv,0.95,0.987657,0.037657,0.113,100,0.008392083,1.784843768,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.05,0.919621667,0.869621667,0.401,100,0.057979479,2.39734817,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.1,0.940792333,0.840792333,0.357,100,0.050218707,2.39553128,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.15,0.966984333,0.816984333,0.283,100,0.041816066,2.361973811,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.2,0.971755333,0.771755333,0.313,100,0.040966582,2.28183392,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.25,0.973265333,0.723265333,0.363,100,0.034554284,2.157034853,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.3,0.941883667,0.641883667,0.239,100,0.045930907,2.275113294,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.35,0.975440667,0.625440667,0.23,100,0.035726778,2.152963677,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.4,0.940205,0.540205,0.203,100,0.049790778,2.216215203,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.44,0.965563,0.525563,0.263,100,0.040203596,1.987739076,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.49,0.967157667,0.477157667,0.248,100,0.037566,1.899658135,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.54,0.986653333,0.446653333,0.213,100,0.027216021,1.878626679,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.6,0.968329333,0.368329333,0.134,100,0.035440222,1.878974076,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.65,0.989581667,0.339581667,0.068,100,0.01909324,1.881578311,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.7,0.987489333,0.287489333,0.13,100,0.022002732,1.523824256,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.75,0.986653333,0.236653333,0.074,100,0.01989976,1.700961815,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.8,0.968580333,0.168580333,0.092,100,0.032770634,1.626758258,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.85,0.987238667,0.137238667,0.07,100,0.019566773,1.827006539,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.9,0.986820667,0.086820667,0.018,100,0.022853266,1.376251842,,
moss_15_85.pkl,1539_volcanoes-d2.csv,0.95,0.986820667,0.036820667,0.002,100,0.011547488,1.46422211,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.05,0.988243,0.938243,0.341,100,0.036763982,2.543399,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.1,0.985899667,0.885899667,0.426,100,0.034392323,2.409050573,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.15,0.986569,0.836569,0.345,100,0.032033746,2.440784543,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.2,0.981543667,0.781543667,0.31,100,0.043736738,2.37248752,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.25,0.980124333,0.730124333,0.391,100,0.038860234,2.112246283,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.3,0.975432667,0.675432667,0.339,100,0.042083778,2.133381154,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.35,0.983891,0.633891,0.297,100,0.037695434,2.12093182,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.4,0.983724,0.583724,0.207,100,0.035829879,2.281461617,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.44,0.988996,0.548996,0.355,100,0.016169639,1.964654907,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.49,0.974688667,0.484688667,0.257,100,0.033228573,2.005911741,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.54,0.976445667,0.436445667,0.219,100,0.031890329,1.920144408,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.6,0.970003333,0.370003333,0.255,100,0.033547346,1.646859774,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.65,0.988577667,0.338577667,0.171,100,0.024342368,1.6506043,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.7,0.988242667,0.288242667,0.186,100,0.023065604,1.444768653,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.75,0.987489333,0.237489333,0.137,100,0.014762972,1.608927883,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.8,0.988577667,0.188577667,0.086,100,0.024161262,1.673460191,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.85,0.986653333,0.136653333,0.103,100,0.02564011,1.224383802,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.9,0.986820667,0.086820667,0.098,100,0.011977354,1.261142304,,
moss_15_85.pkl,1540_volcanoes-d3.csv,0.95,0.986820667,0.036820667,0.01,100,0.011541443,1.447312547,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.05,0.989749,0.939749,0.397,100,0.027188071,2.41849714,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.1,0.987824667,0.887824667,0.261,100,0.033246,2.647697983,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.15,0.989498,0.839498,0.371,100,0.030295088,2.356711308,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.2,0.989749,0.789749,0.343,100,0.025641301,2.241787168,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.25,0.989414,0.739414,0.34,100,0.024060634,2.140345264,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.3,0.989749,0.689749,0.188,100,0.028667884,2.31589346,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.35,0.989330667,0.639330667,0.333,100,0.021427849,2.020643104,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.4,0.989246667,0.589246667,0.228,100,0.026216484,2.075085847,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.44,0.989079667,0.549079667,0.249,100,0.02164684,2.125553055,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.49,0.989581667,0.499581667,0.155,100,0.019386538,2.152818034,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.54,0.989497667,0.449497667,0.062,100,0.026925177,2.110102722,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.6,0.988661333,0.388661333,0.113,100,0.019957043,1.989175365,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.65,0.98749,0.33749,0.154,100,0.026670684,1.799606456,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.7,0.986653333,0.286653333,0.242,100,0.012084316,1.474776872,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.75,0.988326333,0.238326333,0.033,100,0.016726234,1.791527168,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.8,0.986652667,0.186652667,0.102,100,0.015500279,1.618868654,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.85,0.986820667,0.136820667,0.137,100,0.009193354,1.423572454,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.9,0.986820667,0.086820667,0.045,100,0.015900768,1.639034788,,
moss_15_85.pkl,1541_volcanoes-d4.csv,0.95,0.986820667,0.036820667,0.026,100,0.012581729,1.460163214,,
moss_15_85.pkl,1566_hill-valley.csv,0.05,0.376887333,0.326887333,0.513,100,0.073021443,2.869819671,,
moss_15_85.pkl,1566_hill-valley.csv,0.1,0.988912,0.888912,0.668,100,0.049628596,2.824594234,,
moss_15_85.pkl,1566_hill-valley.csv,0.15,0.052296667,0.097703333,0.306,100,0.068491004,2.902899633,,
moss_15_85.pkl,1566_hill-valley.csv,0.2,0.679584,0.479584,0.348,100,0.063162857,2.8940126,,
moss_15_85.pkl,1566_hill-valley.csv,0.25,0.2973,0.0473,0.25,100,0.063689449,2.872346386,,
moss_15_85.pkl,1566_hill-valley.csv,0.3,0.988493667,0.688493667,0.248,100,0.051969618,2.864029874,,
moss_15_85.pkl,1566_hill-valley.csv,0.35,0.984306,0.634306,0.432,100,0.061285796,2.846115918,,
moss_15_85.pkl,1566_hill-valley.csv,0.4,0.980537,0.580537,0.37,100,0.062909088,2.854306912,,
moss_15_85.pkl,1566_hill-valley.csv,0.44,0.729590333,0.289590333,0.125,100,0.056285923,2.85647935,,
moss_15_85.pkl,1566_hill-valley.csv,0.49,0.969901667,0.479901667,0.014,100,0.06864276,2.870555959,,
moss_15_85.pkl,1566_hill-valley.csv,0.54,0.98841,0.44841,0.077,100,0.052475221,2.859067041,,
moss_15_85.pkl,1566_hill-valley.csv,0.6,0.571615333,0.028384667,0.086,100,0.055582901,2.842747561,,
moss_15_85.pkl,1566_hill-valley.csv,0.65,0.986234667,0.336234667,0.058,100,0.059484556,2.880715287,,
moss_15_85.pkl,1566_hill-valley.csv,0.7,0.978778667,0.278778667,0.101,100,0.063717194,2.918939607,,
moss_15_85.pkl,1566_hill-valley.csv,0.75,0.979951333,0.229951333,0.093,100,0.063582066,2.835200884,,
moss_15_85.pkl,1566_hill-valley.csv,0.8,0.986569667,0.186569667,0.03,100,0.054755138,2.889718301,,
moss_15_85.pkl,1566_hill-valley.csv,0.85,0.818875,0.031125,0.198,100,0.07724339,2.877239786,,
moss_15_85.pkl,1566_hill-valley.csv,0.9,0.966635,0.066635,0.145,100,0.068474723,2.87443249,,
moss_15_85.pkl,1566_hill-valley.csv,0.95,0.984559667,0.034559667,0.05,100,0.051217907,2.775676859,,
moss_15_85.pkl,182_satimage.csv,0.05,0.0854,0.0354,0.018,100,0.055663532,0.729827955,,
moss_15_85.pkl,182_satimage.csv,0.1,0.147345667,0.047345667,0.044,100,0.074542004,0.821396451,,
moss_15_85.pkl,182_satimage.csv,0.15,0.184228333,0.034228333,0.049,100,0.119225657,1.011988653,,
moss_15_85.pkl,182_satimage.csv,0.2,0.184228333,0.015771667,0.065,100,0.126646667,1.080384388,,
moss_15_85.pkl,182_satimage.csv,0.25,0.194268667,0.055731333,0.083,100,0.157154667,1.076705772,,
moss_15_85.pkl,182_satimage.csv,0.3,0.301045333,0.001045333,0.087,100,0.188245729,1.128678718,,
moss_15_85.pkl,182_satimage.csv,0.35,0.316054333,0.033945667,0.092,100,0.195945573,1.147985287,,
moss_15_85.pkl,182_satimage.csv,0.4,0.362631333,0.037368667,0.096,100,0.207871556,1.31568289,,
moss_15_85.pkl,182_satimage.csv,0.44,0.399586333,0.040413667,0.089,100,0.219866627,1.248440687,,
moss_15_85.pkl,182_satimage.csv,0.49,0.430674,0.059326,0.079,100,0.19885604,1.761770549,,
moss_15_85.pkl,182_satimage.csv,0.54,0.507721,0.032279,0.087,100,0.205705888,1.669465559,,
moss_15_85.pkl,182_satimage.csv,0.6,0.621463,0.021463,0.077,100,0.206296893,1.45630257,,
moss_15_85.pkl,182_satimage.csv,0.65,0.629247667,0.020752333,0.068,100,0.194555671,1.668347778,,
moss_15_85.pkl,182_satimage.csv,0.7,0.687466,0.012534,0.077,100,0.186866643,1.575719979,,
moss_15_85.pkl,182_satimage.csv,0.75,0.740458333,0.009541667,0.064,100,0.16055931,1.773403391,,
moss_15_85.pkl,182_satimage.csv,0.8,0.809916,0.009916,0.057,100,0.146647879,1.545105189,,
moss_15_85.pkl,182_satimage.csv,0.85,0.816609667,0.033390333,0.052,100,0.123779556,1.606971763,,
moss_15_85.pkl,182_satimage.csv,0.9,0.850711667,0.049288333,0.031,100,0.086632954,1.246174374,,
moss_15_85.pkl,182_satimage.csv,0.95,0.939868333,0.010131667,0.013,100,0.049781018,1.307711188,,
moss_15_85.pkl,23_cmc.csv,0.05,0.020381,0.029619,0.196,100,0.052211436,2.690704854,,
moss_15_85.pkl,23_cmc.csv,0.1,0.026584667,0.073415333,0.167,100,0.054783108,2.763790502,,
moss_15_85.pkl,23_cmc.csv,0.15,0.088479333,0.061520667,0.201,100,0.067445525,2.799313626,,
moss_15_85.pkl,23_cmc.csv,0.2,0.111085667,0.088914333,0.023,100,0.065059882,2.640556394,,
moss_15_85.pkl,23_cmc.csv,0.25,0.057486333,0.192513667,0.122,100,0.067521218,2.861150771,,
moss_15_85.pkl,23_cmc.csv,0.3,0.108671333,0.191328667,0.093,100,0.080905561,2.854858514,,
moss_15_85.pkl,23_cmc.csv,0.35,0.243011,0.106989,0.147,100,0.082985039,2.825237407,,
moss_15_85.pkl,23_cmc.csv,0.4,0.052719667,0.347280333,0.046,100,0.075294748,2.845423704,,
moss_15_85.pkl,23_cmc.csv,0.44,0.044598333,0.395401667,0.02,100,0.070440581,2.923015751,,
moss_15_85.pkl,23_cmc.csv,0.49,0.059087,0.430913,0.002,100,0.073966339,2.900323876,,
moss_15_85.pkl,23_cmc.csv,0.54,0.740385,0.200385,0.075,100,0.07787545,2.89097272,,
moss_15_85.pkl,23_cmc.csv,0.6,0.266136667,0.333863333,0.14,100,0.085550357,2.892714107,,
moss_15_85.pkl,23_cmc.csv,0.65,0.431092333,0.218907667,0.203,100,0.098597052,2.84118408,,
moss_15_85.pkl,23_cmc.csv,0.7,0.397828,0.302172,0.091,100,0.064997257,2.856029279,,
moss_15_85.pkl,23_cmc.csv,0.75,0.470579667,0.279420333,0.188,100,0.085036289,2.861252302,,
moss_15_85.pkl,23_cmc.csv,0.8,0.568014667,0.231985333,0.182,100,0.085579593,2.928713499,,
moss_15_85.pkl,23_cmc.csv,0.85,0.596131667,0.253868333,0.274,100,0.08224149,2.907362379,,
moss_15_85.pkl,23_cmc.csv,0.9,0.964875667,0.064875667,0.184,100,0.068737438,2.839833121,,
moss_15_85.pkl,23_cmc.csv,0.95,0.659046,0.290954,0.276,100,0.090270216,2.855327605,,
moss_15_85.pkl,28_optdigits.csv,0.05,0.032004333,0.017995667,0.004,100,0.037187417,0.728957195,,
moss_15_85.pkl,28_optdigits.csv,0.1,0.060634333,0.039365667,0.012,100,0.050028382,0.99034904,,
moss_15_85.pkl,28_optdigits.csv,0.15,0.145420333,0.004579667,0.052,100,0.073789449,1.117521116,,
moss_15_85.pkl,28_optdigits.csv,0.2,0.147527,0.052473,0.102,100,0.094083804,1.381554758,,
moss_15_85.pkl,28_optdigits.csv,0.25,0.193431333,0.056568667,0.09,100,0.123916723,1.526079951,,
moss_15_85.pkl,28_optdigits.csv,0.3,0.195523,0.104477,0.117,100,0.116231662,1.734115789,,
moss_15_85.pkl,28_optdigits.csv,0.35,0.204917333,0.145082667,0.118,100,0.116244306,1.856053532,,
moss_15_85.pkl,28_optdigits.csv,0.4,0.320917333,0.079082667,0.141,100,0.143271627,2.111195967,,
moss_15_85.pkl,28_optdigits.csv,0.44,0.357434,0.082566,0.144,100,0.160879399,1.966147952,,
moss_15_85.pkl,28_optdigits.csv,0.49,0.322937,0.167063,0.101,100,0.138506021,2.057133511,,
moss_15_85.pkl,28_optdigits.csv,0.54,0.409888667,0.130111333,0.133,100,0.155841182,2.282222035,,
moss_15_85.pkl,28_optdigits.csv,0.6,0.406958,0.193042,0.122,100,0.14112691,2.244078624,,
moss_15_85.pkl,28_optdigits.csv,0.65,0.500439333,0.149560667,0.133,100,0.150375293,2.412440892,,
moss_15_85.pkl,28_optdigits.csv,0.7,0.574111333,0.125888667,0.123,100,0.12991275,2.542671772,,
moss_15_85.pkl,28_optdigits.csv,0.75,0.579472667,0.170527333,0.091,100,0.127467861,2.658506015,,
moss_15_85.pkl,28_optdigits.csv,0.8,0.706896667,0.093103333,0.081,100,0.11309164,2.596092307,,
moss_15_85.pkl,28_optdigits.csv,0.85,0.766489,0.083511,0.067,100,0.108399754,2.477988382,,
moss_15_85.pkl,28_optdigits.csv,0.9,0.79224,0.10776,0.04,100,0.089558528,2.535250536,,
moss_15_85.pkl,28_optdigits.csv,0.95,0.865069333,0.084930667,0.03,100,0.067760243,2.573473579,,
moss_15_85.pkl,294_satellite_image.csv,0.05,0.032004333,0.017995667,0.026,100,0.036425889,0.581936128,,
moss_15_85.pkl,294_satellite_image.csv,0.1,0.147527,0.047527,0.03,100,0.085851,0.724595473,,
moss_15_85.pkl,294_satellite_image.csv,0.15,0.184228333,0.034228333,0.04,100,0.112263951,1.006606923,,
moss_15_85.pkl,294_satellite_image.csv,0.2,0.185483333,0.014516667,0.042,100,0.135041346,1.24375137,,
moss_15_85.pkl,294_satellite_image.csv,0.25,0.220683,0.029317,0.042,100,0.156299639,1.371866055,,
moss_15_85.pkl,294_satellite_image.csv,0.3,0.297949,0.002051,0.065,100,0.176286084,1.258039401,,
moss_15_85.pkl,294_satellite_image.csv,0.35,0.322933667,0.027066333,0.047,100,0.192199862,1.496367264,,
moss_15_85.pkl,294_satellite_image.csv,0.4,0.328295333,0.071704667,0.061,100,0.197732083,1.47497259,,
moss_15_85.pkl,294_satellite_image.csv,0.44,0.400173333,0.039826667,0.063,100,0.21941956,1.211836521,,
moss_15_85.pkl,294_satellite_image.csv,0.49,0.424481667,0.065518333,0.074,100,0.205187417,1.615793007,,
moss_15_85.pkl,294_satellite_image.csv,0.54,0.503118,0.036882,0.069,100,0.201478062,1.782380168,,
moss_15_85.pkl,294_satellite_image.csv,0.6,0.563469333,0.036530667,0.059,100,0.197725529,1.819735069,,
moss_15_85.pkl,294_satellite_image.csv,0.65,0.655277,0.005277,0.065,100,0.207180671,1.367294802,,
moss_15_85.pkl,294_satellite_image.csv,0.7,0.685456333,0.014543667,0.052,100,0.18147659,1.690575938,,
moss_15_85.pkl,294_satellite_image.csv,0.75,0.705481667,0.044518333,0.033,100,0.168186538,1.637295059,,
moss_15_85.pkl,294_satellite_image.csv,0.8,0.805481667,0.005481667,0.032,100,0.144080012,1.64757328,,
moss_15_85.pkl,294_satellite_image.csv,0.85,0.816693333,0.033306667,0.026,100,0.122542716,1.615683509,,
moss_15_85.pkl,294_satellite_image.csv,0.9,0.850711667,0.049288333,0.013,100,0.086576218,1.587340962,,
moss_15_85.pkl,294_satellite_image.csv,0.95,0.9146,0.0354,0.007,100,0.058693373,1.646144868,,
moss_15_85.pkl,30_page-blocks.csv,0.05,0.174178,0.124178,0.011,100,0.102518777,2.190309631,,
moss_15_85.pkl,30_page-blocks.csv,0.1,0.231165333,0.131165333,0,100,0.116771043,2.261041725,,
moss_15_85.pkl,30_page-blocks.csv,0.15,0.322600333,0.172600333,0.041,100,0.149970907,2.318231961,,
moss_15_85.pkl,30_page-blocks.csv,0.2,0.245653333,0.045653333,0.014,100,0.143470556,2.060823116,,
moss_15_85.pkl,30_page-blocks.csv,0.25,0.325114333,0.075114333,0.007,100,0.170272466,1.971706267,,
moss_15_85.pkl,30_page-blocks.csv,0.3,0.430171667,0.130171667,0.051,100,0.185860599,2.054074265,,
moss_15_85.pkl,30_page-blocks.csv,0.35,0.418290333,0.068290333,0.006,100,0.186719582,1.955089915,,
moss_15_85.pkl,30_page-blocks.csv,0.4,0.505841667,0.105841667,0.042,100,0.197859827,1.851781534,,
moss_15_85.pkl,30_page-blocks.csv,0.44,0.525878,0.085878,0.023,100,0.208045977,1.683703509,,
moss_15_85.pkl,30_page-blocks.csv,0.49,0.634601,0.144601,0.073,100,0.18989824,1.719608193,,
moss_15_85.pkl,30_page-blocks.csv,0.54,0.68403,0.14403,0.05,100,0.167715417,1.822943772,,
moss_15_85.pkl,30_page-blocks.csv,0.6,0.671451,0.071451,0.019,100,0.170528338,1.765746264,,
moss_15_85.pkl,30_page-blocks.csv,0.65,0.697195667,0.047195667,0.028,100,0.160668972,1.701849635,,
moss_15_85.pkl,30_page-blocks.csv,0.7,0.771852667,0.071852667,0.023,100,0.161623194,1.250928088,,
moss_15_85.pkl,30_page-blocks.csv,0.75,0.811505667,0.061505667,0.03,100,0.138855796,1.275528541,,
moss_15_85.pkl,30_page-blocks.csv,0.8,0.816777333,0.016777333,0.035,100,0.112192671,1.147220109,,
moss_15_85.pkl,30_page-blocks.csv,0.85,0.816944333,0.033055667,0.031,100,0.097665417,0.849750659,,
moss_15_85.pkl,30_page-blocks.csv,0.9,0.859435,0.040565,0.019,100,0.076976528,0.891473934,,
moss_15_85.pkl,30_page-blocks.csv,0.95,0.967158,0.017158,0.02,100,0.03672396,0.678241292,,
moss_15_85.pkl,312_scene.csv,0.05,0.989665,0.939665,0.062,100,0.037374889,2.734019968,,
moss_15_85.pkl,312_scene.csv,0.1,0.571699333,0.471699333,0.036,100,0.039845871,2.778635701,,
moss_15_85.pkl,312_scene.csv,0.15,0.767435,0.617435,0.01,100,0.045631907,2.82289186,,
moss_15_85.pkl,312_scene.csv,0.2,0.767518667,0.567518667,0.052,100,0.044673671,2.830631064,,
moss_15_85.pkl,312_scene.csv,0.25,0.983971,0.733971,0.069,100,0.061663639,2.879142348,,
moss_15_85.pkl,312_scene.csv,0.3,0.976598667,0.676598667,0.057,100,0.063501301,2.721621591,,
moss_15_85.pkl,312_scene.csv,0.35,0.989330667,0.639330667,0.172,100,0.04457899,2.771587739,,
moss_15_85.pkl,312_scene.csv,0.4,0.987740667,0.587740667,0.023,100,0.049054946,2.808254191,,
moss_15_85.pkl,312_scene.csv,0.44,0.961937667,0.521937667,0.043,100,0.061278306,2.785027248,,
moss_15_85.pkl,312_scene.csv,0.49,0.986483333,0.496483333,0.156,100,0.045714083,2.746060487,,
moss_15_85.pkl,312_scene.csv,0.54,0.980789667,0.440789667,0.123,100,0.053864279,2.625139539,,
moss_15_85.pkl,312_scene.csv,0.6,0.936206,0.336206,0.058,100,0.056905639,2.666608886,,
moss_15_85.pkl,312_scene.csv,0.65,0.979703,0.329703,0.018,100,0.045747751,2.714839658,,
moss_15_85.pkl,312_scene.csv,0.7,0.973432667,0.273432667,0.232,100,0.040908066,2.442839652,,
moss_15_85.pkl,312_scene.csv,0.75,0.973266333,0.223266333,0.085,100,0.036313316,2.4319679,,
moss_15_85.pkl,312_scene.csv,0.8,0.967575667,0.167575667,0.2,100,0.037543196,2.355919362,,
moss_15_85.pkl,312_scene.csv,0.85,0.969751,0.119751,0.149,100,0.035870138,2.369602001,,
moss_15_85.pkl,312_scene.csv,0.9,0.978955333,0.078955333,0.026,100,0.032071168,2.423881391,,
moss_15_85.pkl,312_scene.csv,0.95,0.989246667,0.039246667,0.05,100,0.01910656,2.36810205,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.05,0.032758667,0.017241333,0.02,100,0.039099884,0.959063485,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.1,0.110416333,0.010416333,0.026,100,0.064746732,0.973088116,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.15,0.147610667,0.002389333,0.037,100,0.092400262,1.240903396,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.2,0.185483333,0.014516667,0.024,100,0.119050222,1.336792087,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.25,0.188746333,0.061253667,0.069,100,0.143491488,1.222976033,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.3,0.300877667,0.000877667,0.002,100,0.166961488,1.436106328,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.35,0.299706,0.050294,0.004,100,0.15290904,1.75107468,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.4,0.314379,0.085621,0.037,100,0.161381,1.772997014,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.44,0.383246,0.056754,0.008,100,0.182308812,1.962690135,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.49,0.439542667,0.050457333,0.025,100,0.188410999,2.031236417,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.54,0.500355333,0.039644667,0.004,100,0.191701799,1.860561079,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.6,0.573514667,0.026485333,0.022,100,0.185668173,1.954474404,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.65,0.601840667,0.048159333,0.001,100,0.177308671,1.996671314,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.7,0.673215333,0.026784667,0.005,100,0.170870804,1.986091138,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.75,0.686967667,0.063032333,0.017,100,0.154723684,2.089342997,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.8,0.739872333,0.060127667,0.002,100,0.138006332,2.220163273,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.85,0.813262667,0.036737333,0.009,100,0.11370076,2.100281401,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.9,0.849367667,0.050632333,0.013,100,0.092282507,2.045176953,,
moss_15_85.pkl,375_JapaneseVowels.csv,0.95,0.906819,0.043181,0.01,100,0.061534279,2.101810208,,
moss_15_85.pkl,40733_yeast.csv,0.05,0.010251,0.039749,0.09,100,0.038204729,2.749394121,,
moss_15_85.pkl,40733_yeast.csv,0.1,0.010251,0.089749,0.299,100,0.033535151,2.862505577,,
moss_15_85.pkl,40733_yeast.csv,0.15,0.010083667,0.139916333,0.016,100,0.036372582,2.763727011,,
moss_15_85.pkl,40733_yeast.csv,0.2,0.010083667,0.189916333,0.113,100,0.035514138,2.784008795,,
moss_15_85.pkl,40733_yeast.csv,0.25,0.010251,0.239749,0.026,100,0.040925443,2.81472103,,
moss_15_85.pkl,40733_yeast.csv,0.3,0.010083667,0.289916333,0.101,100,0.037513194,2.84442203,,
moss_15_85.pkl,40733_yeast.csv,0.35,0.010334667,0.339665333,0.272,100,0.041178707,2.735542636,,
moss_15_85.pkl,40733_yeast.csv,0.4,0.010753,0.389247,0.006,100,0.046950062,2.864698179,,
moss_15_85.pkl,40733_yeast.csv,0.44,0.010251,0.429749,0.077,100,0.040309916,2.789933491,,
moss_15_85.pkl,40733_yeast.csv,0.49,0.010836667,0.479163333,0.08,100,0.046928862,2.84089404,,
moss_15_85.pkl,40733_yeast.csv,0.54,0.230471333,0.309528667,0.003,100,0.040949212,2.75008759,,
moss_15_85.pkl,40733_yeast.csv,0.6,0.244779667,0.355220333,0.011,100,0.034406071,2.712880139,,
moss_15_85.pkl,40733_yeast.csv,0.65,0.010167333,0.639832667,0.076,100,0.036602332,2.728959195,,
moss_15_85.pkl,40733_yeast.csv,0.7,0.013350333,0.686649667,0.068,100,0.035338173,2.85749622,,
moss_15_85.pkl,40733_yeast.csv,0.75,0.230638667,0.519361333,0.208,100,0.046196679,2.859397637,,
moss_15_85.pkl,40733_yeast.csv,0.8,0.428217,0.371783,0.015,100,0.038563212,2.828303392,,
moss_15_85.pkl,40733_yeast.csv,0.85,0.428217,0.421783,0.011,100,0.034690667,2.781922692,,
moss_15_85.pkl,40733_yeast.csv,0.9,0.428217,0.471783,0.268,100,0.031485443,2.786797072,,
moss_15_85.pkl,40733_yeast.csv,0.95,0.428217,0.521783,0.163,100,0.036167116,2.800466515,,
moss_15_85.pkl,44_spambase.csv,0.05,0.145087333,0.095087333,0.035,100,0.077216045,1.943253176,,
moss_15_85.pkl,44_spambase.csv,0.1,0.147689667,0.047689667,0.032,100,0.076753582,2.051858942,,
moss_15_85.pkl,44_spambase.csv,0.15,0.191006667,0.041006667,0.012,100,0.106159801,2.168580673,,
moss_15_85.pkl,44_spambase.csv,0.2,0.204819667,0.004819667,0.03,100,0.116235199,2.178985541,,
moss_15_85.pkl,44_spambase.csv,0.25,0.309659333,0.059659333,0.01,100,0.14147157,2.20141288,,
moss_15_85.pkl,44_spambase.csv,0.3,0.322432667,0.022432667,0.006,100,0.146687745,2.34645696,,
moss_15_85.pkl,44_spambase.csv,0.35,0.335429333,0.014570667,0.009,100,0.16200115,2.185341636,,
moss_15_85.pkl,44_spambase.csv,0.4,0.432598333,0.032598333,0.042,100,0.183762098,2.007694739,,
