Dataset,Erro Médio Regressor,Erro Médio DySsyn,Tempo Médio Regressor (s),Tempo Médio DySsyn (s),Batch_Size
balance.1,0.04274473684210526,0.05878969296130745,0.013674076312638232,0.16064209473552182,40
balance.3,0.04189587719298247,0.04335975749374453,0.014257897376266652,0.16968626051828706,40
breast-cancer,0.0356506140350879,0.04384466027353839,0.013762873686286375,0.17183462105458602,40
cmc.1,0.25419403508771926,0.19643395306578904,0.014426863156442874,0.1708271815747905,40
cmc.2,0.39950175438596497,0.39454742407708326,0.014201155257117199,0.17012951842441812,40
cmc.3,0.3320510526315789,0.3141958207179645,0.013856184209304812,0.16920284473331107,40
ctg.1,0.08450175438596459,0.09990575780026015,0.014047584216122663,0.15797983684215547,40
ctg.2,0.13997473684210565,0.15852232438940175,0.01336581578423073,0.1562059315880393,40
ctg.3,0.08006535087719328,0.05349512302540033,0.010981431578616857,0.13092011315472374,40
german,0.21480728070175484,0.41234076655033586,0.011080913158366457,0.12781740000355057,40
haberman,0.38759482456140365,0.4460125695354515,0.010856042099859272,0.12881144473948025,40
ionosphere,0.06265078947368406,0.03143520263120345,0.011297521045076121,0.1280464789474775,40
iris.2,0.04136087719298218,0.03814796529831851,0.01244388420998707,0.13108794210864672,40
iris.3,0.030336578947368374,0.03566760254581811,0.011265765789798215,0.12700235526273518,40
mammographic,0.10475149122807,0.1132228303522818,0.010232936837526626,0.12621221316236952,40
pageblocks.5,0.23425815789473706,0.0949765544642619,0.011764555271886485,0.12711503157257348,40
semeion,0.15768061403508782,0.24327605874969185,0.01429325262525756,0.15042926842579618,40
sonar,0.27290096491228083,0.11030211914025852,0.011342034209519625,0.1334913131630808,40
spambase,0.038548157894737034,0.03588840319655423,0.011885076312434026,0.13033295000021003,40
spectf,0.21213798245614027,0.48969138949481655,0.01077786315765575,0.12978492894418245,40
tictactoe,0.0693623684210526,0.05805601526642958,0.011990018424847605,0.13248521053556991,40
transfusion,0.38014780701754386,0.37249041083094125,0.01121487894775591,0.12878223946838835,40
wdbc,0.04983421052631602,0.05577741935350148,0.01066772368626277,0.1252175815798661,40
wine.1,0.02349298245614042,0.020955980057420574,0.011027099995101852,0.12657337368613011,40
wine.2,0.043855175438596586,0.021773500618219015,0.011297463162152684,0.12789529737078978,40
wine.3,0.046426666666666734,0.039628091101649804,0.011441505267468625,0.13551826578393383,40
wine-q-red,0.10240578947368405,0.0830297974424562,0.011861139478002625,0.12869246315829896,40
wine-q-white,0.16067710526315757,0.18402493220804103,0.010806602629600093,0.12933170526000476,40
yeast,0.29728438596491236,0.4087117347388802,0.012731121051872737,0.13873663421652868,40
