dataset,prevalencia_real,erro_moss,erro_dys,n_amostras,var_scores,entropy
1460_banana.csv,0.95,0.08563033333333459,0.010000000000000009,100,0.07306511111111112,1.9788630098111453
1462_banknote-authentication.csv,0.05,0.010300000000000017,0.006000000000000005,100,0.04927477777777777,0.892326179622568
1462_banknote-authentication.csv,0.1,0.009918999999999442,0.0049999999999999906,100,0.08399881222222223,0.9138664209014739
1462_banknote-authentication.csv,0.15,0.010616000000000514,0.008000000000000007,100,0.10911984000000002,1.143813438082507
1462_banknote-authentication.csv,0.2,0.014183666666667955,0.0010000000000000009,100,0.14304911555555555,1.0858543990170233
1462_banknote-authentication.csv,0.25,0.013800000000001755,0.028000000000000025,100,0.1597766433333333,1.1932120150949013
1462_banknote-authentication.csv,0.3,0.01468766666666621,0.02300000000000002,100,0.18033901777777778,1.2186485980354915
1462_banknote-authentication.csv,0.35,0.012130000000001973,0.020000000000000018,100,0.20199823444444445,1.3468871802254403
1462_banknote-authentication.csv,0.4,0.005959666666668584,0.05399999999999999,100,0.21634533333333333,1.387740383419667
1462_banknote-authentication.csv,0.44,0.002716333333332155,0.056999999999999995,100,0.2210458344444444,1.32802149445758
1462_banknote-authentication.csv,0.49,0.013644000000001377,0.031000000000000028,100,0.22009664333333334,1.3745208247941565
1462_banknote-authentication.csv,0.54,0.005397333333334031,0.06099999999999994,100,0.2264072655555556,1.3000431434339021
1462_banknote-authentication.csv,0.6,0.010082333333334192,0.04500000000000004,100,0.21081393222222217,1.5014830259579057
1462_banknote-authentication.csv,0.65,0.013138666666663634,0.041000000000000036,100,0.20683222222222228,1.3353565556727578
1462_banknote-authentication.csv,0.7,0.01091433333333025,0.06000000000000005,100,0.18969466666666668,1.2030855470525927
1462_banknote-authentication.csv,0.75,0.012055000000003258,0.04200000000000004,100,0.16892188777777778,1.1359257399524174
1462_banknote-authentication.csv,0.8,0.01409999999999767,0.050999999999999934,100,0.13897055444444448,1.042844123827456
1462_banknote-authentication.csv,0.85,0.011049999999996674,0.009000000000000008,100,0.1266178888888889,0.9278920085063889
1462_banknote-authentication.csv,0.9,0.008242666666667842,0.026000000000000023,100,0.08027308777777778,0.953871558564739
1462_banknote-authentication.csv,0.95,0.010300000000003418,0.020000000000000018,100,0.04945095444444445,0.8310995188714096
1462_banknote-authentication.csv,0.05,0.011053000000000056,0.0029999999999999957,100,0.052858056666666674,1.0851514235073059
1462_banknote-authentication.csv,0.1,0.006738333333332749,0.006999999999999992,100,0.08493624888888887,0.7804301545447798
1462_banknote-authentication.csv,0.15,0.015066666666667172,0.00899999999999998,100,0.10764326555555553,1.1677106915582214
1462_banknote-authentication.csv,0.2,0.009498333333334608,0.028999999999999998,100,0.14709423444444444,1.1953175364668223
1462_banknote-authentication.csv,0.25,0.008696333333334916,0.03500000000000003,100,0.1705421111111111,1.2698607693609032
1462_banknote-authentication.csv,0.3,0.011249333333332445,0.05199999999999999,100,0.19518157666666666,1.1641327445363954
1462_banknote-authentication.csv,0.35,0.0040130000000010435,0.03700000000000003,100,0.20249046555555558,1.2386829180038532
1462_banknote-authentication.csv,0.4,0.010999333333335193,0.04299999999999998,100,0.2149546844444444,1.3247231062660358
1462_banknote-authentication.csv,0.44,0.002883666666665452,0.029000000000000026,100,0.2203904622222222,1.4075453049609112
1462_banknote-authentication.csv,0.49,0.0026000000000014345,0.08600000000000008,100,0.22608871555555557,1.2439370933080638
1462_banknote-authentication.csv,0.54,0.0017979999999993002,0.050999999999999934,100,0.22984831555555552,1.193256584922063
1462_banknote-authentication.csv,0.6,0.012684000000000917,0.02200000000000002,100,0.21392586111111112,1.4608296202507105
