,dataset,prevalencia_real,erro_moss,erro_dys,n_amostras,var_scores,entropy,gap_dys
1165,679_rmftsa_sleepdata.csv,0.35,0.119959,0.0949999999999999,100,0.1073383467661178,2.4534396345408056,0.024959000000000092
1166,679_rmftsa_sleepdata.csv,0.4,0.1330106666666665,0.083,100,0.1042057437069843,2.543169202039879,0.050010666666666495
1167,679_rmftsa_sleepdata.csv,0.44,0.0484440000000003,0.0419999999999999,100,0.1363616959912647,2.524140001415679,0.006444000000000401
1168,679_rmftsa_sleepdata.csv,0.49,0.1556706666666678,0.0869999999999999,100,0.1203641653676958,2.614852351194965,0.06867066666666789
1169,679_rmftsa_sleepdata.csv,0.54,0.1959553333333343,0.092,100,0.1103575123400509,2.636844581218635,0.10395533333333429
1170,679_rmftsa_sleepdata.csv,0.6,0.1835696666666673,0.1889999999999999,100,0.1264709439387681,2.620797609876109,-0.005430333333332593
1171,679_rmftsa_sleepdata.csv,0.65,0.2082826666666664,0.147,100,0.1107073062748538,2.7213159560392777,0.0612826666666664
1172,679_rmftsa_sleepdata.csv,0.7,0.3684323333333348,0.3569999999999999,100,0.1051731469135645,2.6039373169987976,0.011432333333334932
1173,679_rmftsa_sleepdata.csv,0.75,0.2863600000000002,0.268,100,0.1178642634261322,2.6377026731397617,0.01836000000000021
1174,679_rmftsa_sleepdata.csv,0.8,0.2680729999999991,0.17,100,0.1125224338604604,2.7300097674921164,0.0980729999999991
1175,679_rmftsa_sleepdata.csv,0.85,0.1659699999999969,0.0639999999999999,100,0.0992001162766983,2.7604629561709637,0.101969999999997
1176,679_rmftsa_sleepdata.csv,0.9,0.1913650000000014,0.2049999999999999,100,0.0877887429652431,2.631283832675744,-0.01363499999999851
1177,679_rmftsa_sleepdata.csv,0.95,0.2669819999999987,0.2639999999999999,100,0.0907385024531138,2.6489435468796985,0.002981999999998819
1178,AedesQuinx.csv,0.05,0.0779026666666663,0.0059999999999999,100,0.0668244177777777,2.6094251838675566,0.0719026666666664
1179,AedesQuinx.csv,0.1,0.0689036666666661,0.0129999999999999,100,0.07424371,2.569819027674162,0.0559036666666662
1180,AedesQuinx.csv,0.15,0.0740183333333321,0.045,100,0.0925238611111111,2.7100333615472,0.029018333333332105
1181,AedesQuinx.csv,0.2,0.1294666666666661,0.125,100,0.10110284,2.74641973248275,0.0044666666666660915
1182,AedesQuinx.csv,0.25,0.1152303333333341,0.077,100,0.1176586622222222,2.6777660633373213,0.0382303333333341
1183,AedesQuinx.csv,0.3,0.057783666666667,0.0,100,0.1160535233333333,2.66115875276576,0.057783666666667
1184,AedesQuinx.csv,0.35,0.0545346666666656,0.006,100,0.1052813333333333,2.779037875294302,0.0485346666666656
1185,AedesQuinx.csv,0.4,0.0443053333333328,0.008,100,0.1130178044444444,2.7922276239148256,0.0363053333333328
1186,AedesQuinx.csv,0.44,0.0155229999999995,0.02,100,0.1055671377777777,2.856521306390012,-0.0044770000000005
1187,AedesQuinx.csv,0.49,0.0115273333333334,0.0429999999999999,100,0.1138594444444444,2.7990151689150675,-0.031472666666666496
1188,AedesQuinx.csv,0.54,0.05692,0.031,100,0.1172463333333333,2.786613030368956,0.02592
1189,AedesQuinx.csv,0.6,0.0077056666666653,0.0319999999999999,100,0.1053123511111111,2.765092420656739,-0.024294333333334597
1190,AedesQuinx.csv,0.65,0.0140569999999977,0.008,100,0.1083890877777777,2.826517932467667,0.0060569999999977
1191,AedesQuinx.csv,0.7,0.0207483333333314,0.0239999999999999,100,0.0985484444444444,2.8205157164137797,-0.0032516666666684985
1192,AedesQuinx.csv,0.75,0.0360666666666623,0.0519999999999999,100,0.0965926344444444,2.802633011979499,-0.0159333333333376
1193,AedesQuinx.csv,0.8,0.0198236666666684,0.0,100,0.0856434344444444,2.635072309919205,0.0198236666666684
1194,AedesQuinx.csv,0.85,0.0287813333333342,0.031,100,0.0739541288888888,2.579270265120461,-0.0022186666666658
1195,AedesQuinx.csv,0.9,0.0204630000000008,0.029,100,0.0549909955555555,2.576106596800262,-0.008536999999999201
1196,AedesQuinx.csv,0.95,0.0883790000000031,0.0819999999999999,100,0.0686727288888888,2.586198153106302,0.006379000000003188
1197,AedesQuinx.csv,0.05,0.0810153333333329,0.037,100,0.0700663333333333,2.354364042056352,0.0440153333333329
1198,AedesQuinx.csv,0.1,0.0805413333333325,0.017,100,0.07640819,2.600700752261576,0.06354133333333249
1199,AedesQuinx.csv,0.15,0.0888623333333319,0.042,100,0.0852211111111111,2.7355514510440813,0.0468623333333319
1200,AedesQuinx.csv,0.2,0.108334999999999,0.0479999999999999,100,0.1053106666666666,2.6572671892066064,0.060334999999999105
1201,AedesQuinx.csv,0.25,0.1152326666666658,0.1029999999999999,100,0.1037718433333333,2.835181864429364,0.012232666666665906
1202,AedesQuinx.csv,0.3,0.1133296666666657,0.077,100,0.1084500566666666,2.783288101675418,0.036329666666665705
1203,AedesQuinx.csv,0.35,0.0309653333333325,0.0149999999999999,100,0.1097082177777777,2.713598715123749,0.015965333333332603
1204,AedesQuinx.csv,0.4,0.0835793333333333,0.14,100,0.1107751944444444,2.7793575385909497,-0.056420666666666716
1205,AedesQuinx.csv,0.44,0.0314456666666676,0.085,100,0.1032444444444444,2.7790663539806637,-0.053554333333332406
1206,AedesQuinx.csv,0.49,0.021567666666666,0.063,100,0.1099927955555555,2.7286753308103275,-0.041432333333334
1207,AedesQuinx.csv,0.54,0.0171110000000009,0.0389999999999999,100,0.1037428266666666,2.851058359395645,-0.021888999999999003
1208,AedesQuinx.csv,0.6,0.1169199999999999,0.118,100,0.12022336,2.657898575300672,-0.0010800000000000948
1209,AedesQuinx.csv,0.65,0.002010999999998,0.008,100,0.1126505455555555,2.7428591033555128,-0.005989000000002
1210,AedesQuinx.csv,0.7,0.0168616666666693,0.004,100,0.1002809544444444,2.7190017610860395,0.0128616666666693
1211,AedesQuinx.csv,0.75,0.0363999999999948,0.002,100,0.1114415322222222,2.6445561376123434,0.034399999999994796
1212,AedesQuinx.csv,0.8,0.0314959999999985,0.007,100,0.0875896666666666,2.68988647625971,0.024495999999998498
1213,AedesQuinx.csv,0.85,0.0848443333333325,0.0579999999999999,100,0.0912490622222222,2.6802811009154297,0.026844333333332596
1214,AedesQuinx.csv,0.9,0.0100813333333351,0.014,100,0.0659732122222222,2.6083595626068505,-0.0039186666666649
1215,AedesQuinx.csv,0.95,0.032050333333332,0.0049999999999998,100,0.05830224,2.517643429752272,0.0270503333333322
1216,AedesSex.csv,0.05,0.0108856666666667,0.001,100,0.0529151677777777,0.9423418296040068,0.009885666666666699
1217,AedesSex.csv,0.1,0.0101699999999994,0.008,100,0.0838722433333333,0.9521230377719724,0.0021699999999994
1218,AedesSex.csv,0.15,0.0104623333333333,0.0149999999999999,100,0.1141191233333333,1.3599731725594673,-0.004537666666666601
1219,AedesSex.csv,0.2,0.0144346666666679,0.016,100,0.1376677066666666,1.0569874795717271,-0.0015653333333321001
1220,AedesSex.csv,0.25,0.0080369999999998,0.01,100,0.1606977988888888,1.3868497645751925,-0.0019630000000002007
1221,AedesSex.csv,0.3,0.0112493333333324,0.001,100,0.1864165955555555,1.276438598263471,0.0102493333333324
1222,AedesSex.csv,0.35,0.0179916666666671,0.031,100,0.2071476566666666,1.3612885597602271,-0.0130083333333329
1223,AedesSex.csv,0.4,0.0123426666666685,0.011,100,0.2185263055555555,1.1578213832588025,0.001342666666668501
1224,AedesSex.csv,0.44,0.0037203333333321,0.002,100,0.2171328211111111,1.3407908525957248,0.0017203333333320999
1225,AedesSex.csv,0.49,0.0026000000000014,0.004,100,0.2289868122222222,1.138395573571045,-0.0013999999999986003
1226,AedesSex.csv,0.54,0.0014633333333325,0.002,100,0.2172878711111111,1.3195796786823777,-0.0005366666666675
1227,AedesSex.csv,0.6,0.0244780000000024,0.027,100,0.2122391322222222,1.3228313961621827,-0.002521999999997599
1228,AedesSex.csv,0.65,0.0107123333333303,0.003,100,0.2099601111111111,1.130458827141665,0.0077123333333303
1229,AedesSex.csv,0.7,0.0143559999999974,0.0039999999999998,100,0.1988966788888888,1.1395284800850147,0.0103559999999976
1230,AedesSex.csv,0.75,0.0243839999999994,0.028,100,0.1616586344444444,1.2217243133830369,-0.0036160000000006014
1231,AedesSex.csv,0.8,0.0110000000000052,0.015,100,0.1476114166666666,1.1583749085467496,-0.003999999999994799
1232,AedesSex.csv,0.85,0.0160716666666627,0.024,100,0.1051859733333333,1.1734714417345666,-0.007928333333337301
1233,AedesSex.csv,0.9,0.0105860000000013,0.005,100,0.0876507377777777,1.1033873684547382,0.005586000000001299
1234,AedesSex.csv,0.95,0.0103000000000034,0.0070000000000001,100,0.04750979,0.7069839318708288,0.0033000000000033003
1235,AedesSex.csv,0.05,0.0103,0.009,100,0.0487369899999999,0.9043546225319912,0.0013000000000000008
1236,AedesSex.csv,0.1,0.0130983333333327,0.002,100,0.0881414166666666,1.06985615351616,0.0110983333333327
1237,AedesSex.csv,0.15,0.0138906666666672,0.0089999999999999,100,0.1132392044444444,0.9643366836342766,0.0048906666666673
1238,AedesSex.csv,0.2,0.0133470000000013,0.001,100,0.1444897377777778,1.1664529134965784,0.012347000000001301
1239,AedesSex.csv,0.25,0.013895,0.004,100,0.1703718933333333,1.2882779043137262,0.009895
1240,AedesSex.csv,0.3,0.0106636666666658,0.004,100,0.1890272122222222,1.193260565941548,0.006663666666665799
1241,AedesSex.csv,0.35,0.0036790000000009,0.002,100,0.2005699233333333,1.212913193307706,0.0016790000000008998
1242,AedesSex.csv,0.4,0.0088156666666686,0.015,100,0.2192730344444444,1.2062710147034816,-0.006184333333331399
1243,AedesSex.csv,0.44,0.0030509999999988,0.012,100,0.2133619677777778,1.304824150140198,-0.0089490000000012
1244,AedesSex.csv,0.49,0.009466666666668,0.008,100,0.2274564566666667,1.1234999302521704,0.0014666666666680005
1245,AedesSex.csv,0.54,0.0076563333333341,0.011,100,0.22686624,1.2081917854249025,-0.003343666666665899
1246,AedesSex.csv,0.6,0.0115873333333353,0.029,100,0.2159141111111111,1.2129314378632885,-0.017412666666664703
1247,AedesSex.csv,0.65,0.0081186666666641,0.008,100,0.2007665822222221,1.416566700074776,0.00011866666666410057
1248,AedesSex.csv,0.7,0.0135163333333381,0.036,100,0.17859264,1.3512039303222525,-0.0224836666666619
1249,AedesSex.csv,0.75,0.013977333333336,0.008,100,0.1667405822222222,1.3003204469559697,0.005977333333335999
1250,AedesSex.csv,0.8,0.0009643333333295,0.014,100,0.1461130488888888,0.9570513663477191,-0.0130356666666705
1251,AedesSex.csv,0.85,0.0105463333333301,0.006,100,0.1221671955555555,1.0869487555706343,0.004546333333330099
1252,AedesSex.csv,0.9,0.0112553333333346,0.016,100,0.0879124488888888,1.0888322101531636,-0.0047446666666654
1253,AedesSex.csv,0.95,0.0267823333333326,0.0070000000000001,100,0.0596831233333333,0.8500158932655604,0.0197823333333325
