dataset,prevalencia_real,prev_moss_A,prev_moss_B,erro_moss_A,erro_moss_B,erro_dys,n_amostras,var_scores,entropy
1460_banana.csv,0.65,0.6559413333333345,0.6529290000000012,0.005941333333334464,0.0029290000000011807,0.04600000000000004,100,0.15542406222222221,2.1687794602781523
1460_banana.csv,0.7,0.6669973333333336,0.6652403333333338,0.0330026666666664,0.03475966666666619,0.006999999999999895,100,0.16108239555555556,2.033906106210342
1460_banana.csv,0.75,0.6795080000000021,0.6810996666666685,0.07049199999999789,0.06890033333333145,0.031000000000000028,100,0.15161371555555556,1.886184764868576
1460_banana.csv,0.8,0.7889156666666616,0.7890823333333283,0.01108433333333847,0.01091766666667171,0.018000000000000016,100,0.1306527288888889,1.76873368164135
1460_banana.csv,0.85,0.7830050000000004,0.7837586666666668,0.06699499999999958,0.06624133333333315,0.019999999999999907,100,0.11486353222222224,2.068067565114487
1460_banana.csv,0.9,0.8399720000000009,0.8396356666666674,0.06002799999999908,0.060364333333332576,0.02200000000000002,100,0.0977374488888889,2.012727924626815
1460_banana.csv,0.95,0.8543139999999992,0.8720580000000007,0.09568600000000071,0.07794199999999929,0.018999999999999906,100,0.07391533777777776,1.7413618215986804
1460_banana.csv,0.05,0.14233099999999949,0.09309566666666676,0.09233099999999948,0.043095666666666754,0.009000000000000001,100,0.07428186222222223,1.6951220205223565
1460_banana.csv,0.1,0.1500639999999998,0.14872166666666642,0.0500639999999998,0.04872166666666641,0.024000000000000007,100,0.09634408333333337,1.7796718322167273
1460_banana.csv,0.15,0.21108466666666564,0.2112523333333323,0.06108466666666565,0.0612523333333323,0.017999999999999988,100,0.1249488122222222,1.7175737180978377
1460_banana.csv,0.2,0.3185663333333322,0.3101949999999988,0.11856633333333216,0.11019499999999877,0.036000000000000004,100,0.15635697222222222,1.8303498358032708
1460_banana.csv,0.25,0.3529313333333335,0.3548553333333337,0.10293133333333349,0.10485533333333369,0.04099999999999998,100,0.15647495444444445,2.142518995626388
1460_banana.csv,0.3,0.3197413333333321,0.31455266666666537,0.01974133333333211,0.014552666666665381,0.013999999999999957,100,0.14434662666666667,2.265947676942921
1460_banana.csv,0.35,0.38464233333333175,0.38523099999999844,0.034642333333331776,0.03523099999999846,0.01200000000000001,100,0.17887867888888886,2.0035730612838907
1460_banana.csv,0.4,0.46204899999999927,0.46179799999999926,0.062048999999999244,0.06179799999999924,0.02899999999999997,100,0.17236036000000002,2.2490567199429794
1460_banana.csv,0.44,0.4618816666666659,0.46154699999999926,0.02188166666666591,0.02154699999999926,0.006000000000000005,100,0.18535641222222224,2.025002978789238
1460_banana.csv,0.49,0.5126000000000008,0.5126000000000008,0.02260000000000084,0.02260000000000084,0.0010000000000000009,100,0.18456658999999997,1.9812999648231995
1460_banana.csv,0.54,0.5358593333333339,0.5358593333333339,0.004140666666666126,0.004140666666666126,0.0040000000000000036,100,0.17140562666666667,2.266793514557537
1460_banana.csv,0.6,0.5682390000000009,0.5684066666666673,0.03176099999999904,0.031593333333332696,0.03299999999999992,100,0.16527233333333335,2.2018924701822042
1460_banana.csv,0.65,0.6142700000000022,0.6139313333333354,0.03572999999999782,0.03606866666666464,0.027000000000000024,100,0.1723719511111111,2.142922369952966
1460_banana.csv,0.7,0.6641423333333332,0.6619676666666668,0.03585766666666679,0.03803233333333311,0.0129999999999999,100,0.1646108844444444,2.065707497597144
1460_banana.csv,0.75,0.7192046666666695,0.719036333333336,0.03079533333333051,0.030963666666663947,0.006000000000000005,100,0.16170076777777775,1.7241971237651694
1460_banana.csv,0.8,0.6882470000000029,0.6870733333333361,0.1117529999999971,0.11292666666666396,0.06400000000000006,100,0.15632386111111113,1.9238838442941135
1460_banana.csv,0.85,0.7638000000000029,0.7637166666666695,0.08619999999999706,0.08628333333333049,0.03199999999999992,100,0.1293949722222222,1.828314597799049
1460_banana.csv,0.9,0.835351333333336,0.8353520000000025,0.06464866666666402,0.06464799999999749,0.02200000000000002,100,0.11343897222222221,1.498524114698927
1460_banana.csv,0.95,0.8643696666666654,0.8837003333333344,0.08563033333333459,0.06629966666666554,0.010000000000000009,100,0.07306511111111112,1.9788630098111453
1462_banknote-authentication.csv,0.05,0.06030000000000002,0.059793000000000006,0.010300000000000017,0.009793000000000003,0.006000000000000005,100,0.04927477777777777,0.892326179622568
1462_banknote-authentication.csv,0.1,0.10991899999999945,0.10656933333333278,0.009918999999999442,0.006569333333332775,0.0049999999999999906,100,0.08399881222222223,0.9138664209014739
1462_banknote-authentication.csv,0.15,0.13938399999999948,0.13846333333333274,0.010616000000000514,0.01153666666666725,0.008000000000000007,100,0.10911984000000002,1.143813438082507
1462_banknote-authentication.csv,0.2,0.18581633333333206,0.1861509999999987,0.014183666666667955,0.013849000000001305,0.0010000000000000009,100,0.14304911555555555,1.0858543990170233
1462_banknote-authentication.csv,0.25,0.23619999999999824,0.23510999999999826,0.013800000000001755,0.014890000000001735,0.028000000000000025,100,0.1597766433333333,1.1932120150949013
1462_banknote-authentication.csv,0.3,0.2853123333333338,0.28405666666666707,0.01468766666666621,0.01594333333333292,0.02300000000000002,100,0.18033901777777778,1.2186485980354915
1462_banknote-authentication.csv,0.35,0.337869999999998,0.3400453333333317,0.012130000000001973,0.009954666666668277,0.020000000000000018,100,0.20199823444444445,1.3468871802254403
1462_banknote-authentication.csv,0.4,0.39404033333333144,0.3941239999999981,0.005959666666668584,0.005876000000001935,0.05399999999999999,100,0.21634533333333333,1.387740383419667
1462_banknote-authentication.csv,0.44,0.43728366666666785,0.43694900000000103,0.002716333333332155,0.003050999999998971,0.056999999999999995,100,0.2210458344444444,1.32802149445758
1462_banknote-authentication.csv,0.49,0.4763559999999986,0.4764396666666656,0.013644000000001377,0.013560333333334396,0.031000000000000028,100,0.22009664333333334,1.3745208247941565
1462_banknote-authentication.csv,0.54,0.5453973333333341,0.5457320000000007,0.005397333333334031,0.0057320000000006255,0.06099999999999994,100,0.2264072655555556,1.3000431434339021
1462_banknote-authentication.csv,0.6,0.5899176666666658,0.5904209999999992,0.010082333333334192,0.009579000000000781,0.04500000000000004,100,0.21081393222222217,1.5014830259579057
1462_banknote-authentication.csv,0.65,0.6368613333333364,0.6367773333333363,0.013138666666663634,0.013222666666663718,0.041000000000000036,100,0.20683222222222228,1.3353565556727578
1462_banknote-authentication.csv,0.7,0.6890856666666697,0.6890013333333364,0.01091433333333025,0.010998666666663603,0.06000000000000005,100,0.18969466666666668,1.2030855470525927
1462_banknote-authentication.csv,0.75,0.7379449999999967,0.7387826666666637,0.012055000000003258,0.011217333333336299,0.04200000000000004,100,0.16892188777777778,1.1359257399524174
1462_banknote-authentication.csv,0.8,0.8140999999999977,0.8147696666666644,0.01409999999999767,0.01476966666666435,0.050999999999999934,100,0.13897055444444448,1.042844123827456
1462_banknote-authentication.csv,0.85,0.8389500000000033,0.8392023333333367,0.011049999999996674,0.010797666666663264,0.009000000000000008,100,0.1266178888888889,0.9278920085063889
1462_banknote-authentication.csv,0.9,0.8917573333333322,0.8922589999999992,0.008242666666667842,0.007741000000000775,0.026000000000000023,100,0.08027308777777778,0.953871558564739
1462_banknote-authentication.csv,0.95,0.9396999999999965,0.9405406666666634,0.010300000000003418,0.009459333333336595,0.020000000000000018,100,0.04945095444444445,0.8310995188714096
1462_banknote-authentication.csv,0.05,0.06105300000000006,0.06146633333333339,0.011053000000000056,0.011466333333333384,0.0029999999999999957,100,0.052858056666666674,1.0851514235073059
1462_banknote-authentication.csv,0.1,0.10673833333333275,0.10422633333333285,0.006738333333332749,0.004226333333332846,0.006999999999999992,100,0.08493624888888887,0.7804301545447798
1462_banknote-authentication.csv,0.15,0.13493333333333282,0.13426499999999944,0.015066666666667172,0.015735000000000554,0.00899999999999998,100,0.10764326555555553,1.1677106915582214
1462_banknote-authentication.csv,0.2,0.1905016666666654,0.1905016666666654,0.009498333333334608,0.009498333333334608,0.028999999999999998,100,0.14709423444444444,1.1953175364668223
1462_banknote-authentication.csv,0.25,0.24130366666666508,0.23912466666666507,0.008696333333334916,0.01087533333333493,0.03500000000000003,100,0.1705421111111111,1.2698607693609032
1462_banknote-authentication.csv,0.3,0.31124933333333243,0.3117523333333324,0.011249333333332445,0.011752333333332421,0.05199999999999999,100,0.19518157666666666,1.1641327445363954
1462_banknote-authentication.csv,0.35,0.34598699999999893,0.34690699999999913,0.0040130000000010435,0.003093000000000845,0.03700000000000003,100,0.20249046555555558,1.2386829180038532
